fpid,doi,list_of_std,selection_criteria,ma_specified_objective,search_databases,search_string,nb_std_per_step,quantitative_results_described,statistical_methods_described,individual_effect_sizes,individual_std_weighted,dataset_available,confidence_intervals,method_of_data_extraction,heterogeneity_of_results_analyzed,funding_sources_mentioned,publication_bias_analyzed,quality_score_perc,impact_matrix
soil amendment with lime and gypsum,10.1016/j.chemosphere.2021.130345,0,"1) the soil in the study sites was saline or sodic soil (ec > 4 ds m−1 or ph > 8.5), 2) there were paired treatments with and without fgdg application, 3) the study measured at least one of the following variables for plant productivity, soil physical, chemical, and biological properties, and heavy metals; 4) the authors excluded the laboratory studies with fgdg application because laboratory environments are different from field conditions. thus, all the selected studies were conducted in the field.",1,1,0,0,1,1,0,1,0,1,1,1,1,0,0.625,soil nutrients
soil amendment with lime and gypsum,10.1007/s11368-018-2120-2,1,"1) paired observations between a no-liming control and a liming treatment under identical experimental conditions were included. if an individual study used more than one level or material type of lime application at the same site, measurements of different application rates or liming materials were separately paired with no-liming control. 2) the mean and standard deviation (or standard error) of the achieved yield (either grain yield or biomass), soil ph value, and at least two replications were provided either as part of the experimental design or in figure captions. 3) liming management practices were included as treatments, while other essential agronomic practices such as cropping intensity, fertilizer management, and irrigation were similar.",1,1,1,0,1,1,1,1,0,1,1,1,1,0,0.8125,soil physico-chemical quality
soil amendment with lime and gypsum,10.1016/j.chemosphere.2021.130345,0,"1) the soil in the study sites was saline or sodic soil (ec > 4 ds m−1 or ph > 8.5), 2) there were paired treatments with and without fgdg application, 3) the study measured at least one of the following variables for plant productivity, soil physical, chemical, and biological properties, and heavy metals; 4) the authors excluded the laboratory studies with fgdg application because laboratory environments are different from field conditions. thus, all the selected studies were conducted in the field.",1,1,0,0,1,1,0,1,0,1,1,1,1,0,0.625,soil physico-chemical quality
soil amendment with lime and gypsum,10.1016/j.scitotenv.2021.146477,1,"1) the control and the treatments should be subject to the same management conditions, and lime was adopted alone as one type of soil amendment, and (2) all treatments had at least three replicates and the cd content in rice grains should be presented as a mean and standard deviation (sd).",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.9375,soil physico-chemical quality
water-saving irrigation practices in flooded lands,10.3390/plants11131690,0,"(1) the study must be a field trial under conventional flood irrigation + no nitrogen application versus different irrigation schedules (alternating wet and dry, shallow wet irrigation, etc.) + different nitrogen application levels. (2) the study should record at least one or more data on yield, nitrogen use efficiency, n2o emissions, nitrogen runoff, nitrogen leaching, and ammonia volatilization. (3) articles with duplicate trial data should be excluded.",1,1,0,0,1,1,0,1,0,1,1,0,1,0,0.5625,air pollutants emissions
water-saving irrigation practices in flooded lands,10.1088/1748-9326/ab2108,1,"articles were  sifted through a systematic title and abstract screening to exclude articles which were: (1) not related to irrigation of rice that could be equated to either alternate wet and dry or mid-season drainage; (2) were not field based. selected articles were then assessed through reading of their content, including supplementary material, and were retained for analysis if they reported soc concentrations for each water treatment at the end of at least one season, resulting in seven articles being carried forward into the analysis. exclusion criteria were similar for both searches. for the 2nd search, papers that reported cumulative ch4 and co2 emissions for each water treatment at the end of at least one season were included only. in both searches, only articles where all other aspects of the treatments (chemical fertilization, organic amendments, residue retention, planting method, tillage, initial soil properties, etc) are the same between control and treatment, and only water management is adjusted were kept.",1,1,1,1,1,1,1,0,1,1,0,1,1,0,0.8125,carbon sequestration
water-saving irrigation practices in flooded lands,10.1016/j.agee.2012.10.009,1,(1) the measurements must be conducted under field conditions; (2) ch4 and n2o fluxes must have been measured for an entire growth period of rice using static chamber method; (3) both rice yield and ghg emissions have been determined simultaneously.,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0.6875,crop yield
water-saving irrigation practices in flooded lands,10.1016/j.fcr.2016.12.002,1,"only publications comprising field experiments with side-by-side comparisons of awd and cf were selected. here, the authors refer to awd as an irrigation practice where, at least once during the growing season, the soil is allowed to dry to a certain extent below saturation and is then reflooded. accordingly, studies that referred to awd as rice subjected to flush or sprinkle irrigation were excluded (these fields were never flooded), as were experiments where the field was reflooded as soon as the field water level reached the soil surface (these soils never fell below saturation). in all cases, awd was compared to a cf control treatment where the field was kept submerged from the initial flood (i.e. transplanting in transplanted systems, sowing in water seeded systems, or 3–4 leaf stage in drill seeded systems) until the pre-harvest drainage.",1,1,1,0,1,1,0,1,0,1,0,1,1,1,0.75,crop yield
water-saving irrigation practices in flooded lands,10.1016/j.fcr.2019.02.010,1,"studies needed to include a “continuous flooding” treatment as a control. they excluded 3 observations of ch4 emissions (out of a total of 195) and 6 observations of n2o emissions (out of a total of 146), because the r value was negative (dataset 1). we also excluded 3 observations where there was a net seasonal uptake of n2o.",1,1,1,0,1,1,1,0,1,1,0,1,1,0,0.75,crop yield
water-saving irrigation practices in flooded lands,10.1016/j.jclepro.2019.118928,0,"1) the irrigation water amount must be distributed clearly; 2) trials were conducted on-farms with reported locations; 3) comparisons were made between farmers’ irrigation and optimized irrigation; 4) for each trial, except for comparisons 
between farmers’ irrigation and optimized irrigation, the other conditions of soil and management, such as the chemical fertilizers used to promote rice growth, the machinery used for tillage, sowing, and harvest, and the pesticides used to controls of weeds, disease, and pests, were the same.",1,1,0,0,1,1,0,1,0,1,1,1,1,1,0.6875,crop yield
water-saving irrigation practices in flooded lands,10.1016/j.scitotenv.2018.08.392,1,"the selected articles were those with the theme of ch4 emission affected by field management practices conducted at the site-specific rice fields. the following criteria were used to filter the paired experiments: (1) studies should be designed as side-by-side paired-plot field experiments in rice field; (2) absolute emission of ch4 was provided or could be calculated and conducted with closed chamber method for the entire rice growing season; (3) field management practices, treatments, and controls were described in detail in each study; and (4) the location of the experiment was provided. the data for the n2o emission and rice yield were also extracted from filtered articles.",1,1,1,0,1,1,1,1,1,1,0,1,1,1,0.875,crop yield
water-saving irrigation practices in flooded lands,10.1038/s41598-022-24055-2,1,"studies were included if they measured effects on the relative density of larvae and pupae of malaria vectors (measured by area samplers, sweeping or standard dipping techniques) or the relative density of adult malaria vectors (measured by human landing catch, cdc light trap, pyrethrum spray catch, odour-baited traps or emergent traps). the secondary outcomes of interest were agronomic measures including rice yield (in tonnes per hectare) and water consumption (defined as the amount of used for rice cultivation in cubic metres).
only experimental study designs were considered; (1) controlled time series trials (ctss), with the unit of allocation being a rice plot and at least two replications per arm; (2) controlled interrupted time series studies (citss), with a contemporaneous control group and at least two replications per arm. studies were included only if they reported data collected from experimental rice fields; laboratory and semifield studies were excluded. studies were excluded if a control arm was absent and if the follow-up periods in each arm differed.",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.9375,crop yield
water-saving irrigation practices in flooded lands,10.1080/00380768.2019.1683890,1,"(1) the experiment was conducted under field conditions in one of south-east asia countries, (2) emissions of ch4 and/or n2o were measured by an appropriate method throughout the rice cultivation periods, and (3) the experiment was designed to make quantitative comparisons of the emissions between mitigation options and baseline management with setting appropriate replications for statistical analysis.",1,1,0,0,1,1,0,1,1,1,0,1,1,0,0.6875,crop yield
water-saving irrigation practices in flooded lands,10.1111/gcb.15796,1,"studies related to the management practices investigated were then selected. each study selected contains measurements of ghg emissions for both control and treatment management practices. studies with the following meas- urements were excluded: (i) measurements made in pot, laboratories or greenhouses and (ii) measurements conducted in organic (peaty) soils where n2o are much higher than those in mineral soils and where soil carbon fluxes are different (ipcc, 2006).",1,1,0,0,1,1,0,1,0,1,0,1,1,0,0.625,crop yield
water-saving irrigation practices in flooded lands,10.3390/ijerph19127324,1,"(1) the study conducted in situ ch4 flux measurements for at least one growing season; (2) soil ch4 flux could be extracted from the text, tables, and figures directly, or could be calculated from cumulative soil ch4 emissions and rice growth period; (3) irrigation and other field management practices were directly given in the articles.",1,1,1,0,1,0,1,1,0,1,1,0,1,0,0.6875,crop yield
water-saving irrigation practices in flooded lands,10.3390/plants11131690,0,"(1) the study must be a field trial under conventional flood irrigation + no nitrogen application versus different irrigation schedules (alternating wet and dry, shallow wet irrigation, etc.) + different nitrogen application levels. (2) the study should record at least one or more data on yield, nitrogen use efficiency, n2o emissions, nitrogen runoff, nitrogen leaching, and ammonia volatilization. (3) articles with duplicate trial data should be excluded.",1,1,0,0,1,1,0,1,0,1,1,0,1,0,0.5625,crop yield
water-saving irrigation practices in flooded lands,10.1016/j.agee.2012.10.009,1,(1) the measurements must be conducted under field conditions; (2) ch4 and n2o fluxes must have been measured for an entire growth period of rice using static chamber method; (3) both rice yield and ghg emissions have been determined simultaneously.,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0.6875,ghg emissions
water-saving irrigation practices in flooded lands,10.1016/j.agee.2015.04.035,1,(1) studies had to report treatment plot data and control plot data. (2) studies included in our database were only field experiments; no data were included from pot or laboratory experiments. (3) the duration of experiment to study the effect of management on soc change had to be at least 3 years.,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0.5625,ghg emissions
water-saving irrigation practices in flooded lands,10.1016/j.fcr.2019.02.010,1,"studies needed to include a “continuous flooding” treatment as a control. they excluded 3 observations of ch4 emissions (out of a total of 195) and 6 observations of n2o emissions (out of a total of 146), because the r value was negative (dataset 1). we also excluded 3 observations where there was a net seasonal uptake of n2o.",1,1,1,0,1,1,1,0,1,1,0,1,1,0,0.75,ghg emissions
water-saving irrigation practices in flooded lands,10.1016/j.jclepro.2019.118928,0,"1) the irrigation water amount must be distributed clearly; 2) trials were conducted on-farms with reported locations; 3) comparisons were made between farmers’ irrigation and optimized irrigation; 4) for each trial, except for comparisons 
between farmers’ irrigation and optimized irrigation, the other conditions of soil and management, such as the chemical fertilizers used to promote rice growth, the machinery used for tillage, sowing, and harvest, and the pesticides used to controls of weeds, disease, and pests, were the same.",1,1,0,0,1,1,0,1,0,1,1,1,1,1,0.6875,ghg emissions
water-saving irrigation practices in flooded lands,10.1016/j.scitotenv.2018.08.392,1,"the selected articles were those with the theme of ch4 emission affected by field management practices conducted at the site-specific rice fields. the following criteria were used to filter the paired experiments: (1) studies should be designed as side-by-side paired-plot field experiments in rice field; (2) absolute emission of ch4 was provided or could be calculated and conducted with closed chamber method for the entire rice growing season; (3) field management practices, treatments, and controls were described in detail in each study; and (4) the location of the experiment was provided. the data for the n2o emission and rice yield were also extracted from filtered articles.",1,1,1,0,1,1,1,1,1,1,0,1,1,1,0.875,ghg emissions
water-saving irrigation practices in flooded lands,10.1080/00380768.2019.1683890,1,"(1) the experiment was conducted under field conditions in one of south-east asia countries, (2) emissions of ch4 and/or n2o were measured by an appropriate method throughout the rice cultivation periods, and (3) the experiment was designed to make quantitative comparisons of the emissions between mitigation options and baseline management with setting appropriate replications for statistical analysis.",1,1,0,0,1,1,0,1,1,1,0,1,1,0,0.6875,ghg emissions
water-saving irrigation practices in flooded lands,10.1088/1748-9326/ab2108,1,"articles were  sifted through a systematic title and abstract screening to exclude articles which were: (1) not related to irrigation of rice that could be equated to either alternate wet and dry or mid-season drainage; (2) were not field based. selected articles were then assessed through reading of their content, including supplementary material, and were retained for analysis if they reported soc concentrations for each water treatment at the end of at least one season, resulting in seven articles being carried forward into the analysis. exclusion criteria were similar for both searches. for the 2nd search, papers that reported cumulative ch4 and co2 emissions for each water treatment at the end of at least one season were included only. in both searches, only articles where all other aspects of the treatments (chemical fertilization, organic amendments, residue retention, planting method, tillage, initial soil properties, etc) are the same between control and treatment, and only water management is adjusted were kept.",1,1,1,1,1,1,1,0,1,1,0,1,1,0,0.8125,ghg emissions
water-saving irrigation practices in flooded lands,10.1111/gcb.15796,1,"studies related to the management practices investigated were then selected. each study selected contains measurements of ghg emissions for both control and treatment management practices. studies with the following measurements were excluded: (i) measurements made in pot, laboratories or greenhouses and (ii) measurements conducted in organic (peaty) soils where n2o are much higher than those in mineral soils and where soil carbon fluxes are different (ipcc, 2006).",1,1,0,0,1,1,0,1,0,1,0,1,1,0,0.625,ghg emissions
water-saving irrigation practices in flooded lands,10.2134/jeq2017.11.0445,1,"first, the experiments had to be conducted in the united states. second, ch4 fluxes must have been measured under field conditions for at least the entire flooded portion of the growing season. finally, seasonal fluxes had to be reported or easily extracted from figures or tables. for the meta-analytical approach, only peer-reviewed publications, which included side-by-side  comparisons of two identical practices, except for the management practice in question, were used.",1,1,0,0,1,1,1,1,0,1,0,1,1,0,0.6875,ghg emissions
water-saving irrigation practices in flooded lands,10.3390/ijerph19127324,1,"(1) the study conducted in situ ch4 flux measurements for at least one growing season; (2) soil ch4 flux could be extracted from the text, tables, and figures directly, or could be calculated from cumulative soil ch4 emissions and rice growth period; (3) irrigation and other field management practices were directly given in the articles.",1,1,1,0,1,0,1,1,0,1,1,0,1,0,0.6875,ghg emissions
water-saving irrigation practices in flooded lands,10.3390/plants11131690,0,"(1) the study must be a field trial under conventional flood irrigation + no nitrogen application versus different irrigation schedules (alternating wet and dry, shallow wet irrigation, etc.) + different nitrogen application levels. (2) the study should record at least one or more data on yield, nitrogen use efficiency, n2o emissions, nitrogen runoff, nitrogen leaching, and ammonia volatilization. (3) articles with duplicate trial data should be excluded.",1,1,0,0,1,1,0,1,0,1,1,0,1,0,0.5625,ghg emissions
water-saving irrigation practices in flooded lands,10.3390/plants11131690,0,"(1) the study must be a field trial under conventional flood irrigation + no nitrogen application versus different irrigation schedules (alternating wet and dry, shallow wet irrigation, etc.) + different nitrogen application levels. (2) the study should record at least one or more data on yield, nitrogen use efficiency, n2o emissions, nitrogen runoff, nitrogen leaching, and ammonia volatilization. (3) articles with duplicate trial data should be excluded.",1,1,0,0,1,1,0,1,0,1,1,0,1,0,0.5625,nutrient leaching and run-off
water-saving irrigation practices in flooded lands,10.3390/plants11131690,0,"(1) the study must be a field trial under conventional flood irrigation + no nitrogen application versus different irrigation schedules (alternating wet and dry, shallow wet irrigation, etc.) + different nitrogen application levels. (2) the study should record at least one or more data on yield, nitrogen use efficiency, n2o emissions, nitrogen runoff, nitrogen leaching, and ammonia volatilization. (3) articles with duplicate trial data should be excluded.",1,1,0,0,1,1,0,1,0,1,1,0,1,0,0.5625,plant nutrient uptake
water-saving irrigation practices in flooded lands,10.1088/1748-9326/ab2108,1,"articles were  sifted through a systematic title and abstract screening to exclude articles which were: (1) not related to irrigation of rice that could be equated to either alternate wet and dry or mid-season drainage; (2) were not field based. selected articles were then assessed through reading of their content, including supplementary material, and were retained for analysis if they reported soc concentrations for each water treatment at the end of at least one season, resulting in seven articles being carried forward into the analysis. exclusion criteria were similar for both searches. for the 2nd search, papers that reported cumulative ch4 and co2 emissions for each water treatment at the end of at least one season were included only. in both searches, only articles where all other aspects of the treatments (chemical fertilization, organic amendments, residue retention, planting method, tillage, initial soil properties, etc) are the same between control and treatment, and only water management is adjusted were kept.",1,1,1,1,1,1,1,0,1,1,0,1,1,0,0.8125,soil nutrients
water-saving irrigation practices in flooded lands,10.1016/j.fcr.2016.12.002,1,"only publications comprising field experiments with side-by-side comparisons of awd and cf were selected. here, the authors refer to awd as an irrigation practice where, at least once during the growing season, the soil is allowed to dry to a certain extent below saturation and is then reflooded. accordingly, studies that referred to awd as rice subjected to flush or sprinkle irrigation were excluded (these fields were never flooded), as were experiments where the field was reflooded as soon as the field water level reached the soil surface (these soils never fell below saturation). in all cases, awd was compared to a cf control treatment where the field was kept submerged from the initial flood (i.e. transplanting in transplanted systems, sowing in water seeded systems, or 3–4 leaf stage in drill seeded systems) until the pre-harvest drainage.",1,1,1,0,1,1,0,1,0,1,0,1,1,1,0.75,water use
water-saving irrigation practices in flooded lands,10.1016/j.jclepro.2019.118928,0,"1) the irrigation water amount must be distributed clearly; 2) trials were conducted on-farms with reported locations; 3) comparisons were made between farmers’ irrigation and optimized irrigation; 4) for each trial, except for comparisons 
between farmers’ irrigation and optimized irrigation, the other conditions of soil and management, such as the chemical fertilizers used to promote rice growth, the machinery used for tillage, sowing, and harvest, and the pesticides used to controls of weeds, disease, and pests, were the same.",1,1,0,0,1,1,0,1,0,1,1,1,1,1,0.6875,water use
water-saving irrigation practices in flooded lands,10.1038/s41598-022-24055-2,1,"studies were included if they measured effects on the relative density of larvae and pupae of malaria vectors (measured by area samplers, sweeping or standard dipping techniques) or the relative density of adult malaria vectors (measured by human landing catch, cdc light trap, pyrethrum spray catch, odour-baited traps or emergent traps). the secondary outcomes of interest were agronomic measures including rice yield (in tonnes per hectare) and water consumption (defined as the amount of used for rice cultivation in cubic metres).
only experimental study designs were considered; (1) controlled time series trials (ctss), with the unit of allocation being a rice plot and at least two replications per arm; (2) controlled interrupted time series studies (citss), with a contemporaneous control group and at least two replications per arm. studies were included only if they reported data collected from experimental rice fields; laboratory and semifield studies were excluded. studies were excluded if a control arm was absent and if the follow-up periods in each arm differed.",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.9375,water use
water-saving irrigation practices in non-flooded lands,10.1007/s11269-022-03278-y,1,"the literature includes those related to deficit irrigation on wheat and maize in field experiments published in china and abroad. selection criteria: (1) the location of the test site was clearly described and is located in china; (2) the test conditions were consistent (wheat is a field test, and maize includes canopy tests), and potted plants, mulching and model simulations were excluded; (4) the test data include at least one yield and wue value, the mean, standard deviation (error), and sample size (number of treatment replicates) and were reported in numeric form or in figures; and (5) literature with the same data were included only once.",1,1,0,0,1,0,1,1,0,1,0,1,1,1,0.6875,crop yield
water-saving irrigation practices in non-flooded lands,10.1007/s11356-020-08322-1,1,"(1) studied nitrate leaching in vegetable fields rather than in soil columns or pot experiments; (2) carried out study for at least one growing season; and (3) measured nitrate leaching in terms of mass of n lost by suction cup, lysimeter, or soil sample methods.",1,1,0,0,1,1,0,1,0,1,1,1,1,0,0.6875,crop yield
water-saving irrigation practices in non-flooded lands,10.1016/j.agee.2013.04.018,1,"(i) study of nl in an irrigated agricultural cropping system; (ii) study for at least one growing season; (iii) conducted under field conditions; (iv) nl was measured in terms of mass of n lost (i.e. no3-n concentration and the volume of water leached were both considered) studies that determined the risk of nl through soil or soil solution no3-n concentrations, were not considered as these might give a skewed view of nl. even if the study relied on computer modeling to simulate components of the water balance or solute transport, the studies were selected if data collected under field conditions were the major component of the results. for all studies, a general site and environment description was required to ensure proper location, soil and climate type and crop identification. articles were also discarded from the ma either because they did not follow an experimental design with a control (17 articles) or because mixed treatments impeded obtaining pair comparison observations (11).",1,1,1,1,1,1,0,0,0,1,0,1,1,0,0.6875,crop yield
water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2017.11.019,1,"studies were only included if (i) they reported yield data on individual crop species in a di, prdi treatment and there was a control treatment of full irrigation (fi); (ii) they reported primary data; (iii) the scale of the yield observations for the fi, di and prdi were comparable; (iv) reported the mean (x), sample size (n) and a measure of dispersion (se, sd, 95% ci; not necessarily mandatory) as numerical or graphical data, or if sd of yields could be estimated from the reported data for all three irrigation regimes; and (v) the data were not already included from another paper, in order to avoid multiple counting.",1,1,1,0,1,1,1,1,0,1,0,1,1,1,0.8125,crop yield
water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2018.07.038,1,"two rounds of article screening were subsequently carried out. the ﬁrst screening excluded articles unrelated to ai of crops, e.g. dynamic changes in bubble profile under ai, water and air flow under ai, only ai application without information on crop yield and water use. the second screening excluded articles for which the authors were unable to obtain or calculate wue values, and relating soilless cultivation experiment. after the two rounds of article screening, 62 empirical studies focusing on crop yield and wue under ai remained. papers during the ﬁnal screening were then scrutinized and included if they met the following criteria: 1) the experimental design had to be detailed enough to determine all the critical aspects of the treatment, including aerated volume, aerated equipment, and irrigation levels; 2) included an experiment and control and ensured that the treatment was the same as the control in all aspects except for the inclusion of aerated irrigation; 3) used replicated samples for each treatment.",1,1,1,1,1,1,0,1,0,1,1,1,1,1,0.875,crop yield
water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2018.08.035,0,"the literature was screened by the following criteria: 1) contained data for tomato yield and water and n inputs, 2) year and experimental site were provided and 3) temperature and rainfall during the growing season were documented. additionally (for pairewise comparision: data set contained at least two n inputs and/or two water inputs for the pairwise comparisons).",1,1,1,0,1,1,1,0,0,1,0,0,1,1,0.625,crop yield
water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2019.06.008,1,"publications which consist of field experiments or pot experiments with contrast of rdi and the control without water deficit (ck) were chosen. here, rdi technique mainly refers to that the plant sensitivity to water stress is not continuous at stages of crops growth period. in all situations, experiments with rdi were included.",1,1,1,0,1,1,1,0,0,1,0,1,1,0,0.6875,crop yield
water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2019.105906,1,"publications were screened on the basis of the following criteria: only publications describing field experiments with side-by-side comparisons of full/sufficient and deficit irrigation were selected and pot experiments were excluded. importantly, other inclusion criteria
included strict enforcement of full/sufficient irrigation and documentation of paired data of yield and wue of wheat under full/sufficient and deficit irrigation, together with standard deviation/error for wue and simple size. in this study, authors mainly focus on agronomic crop wue at field level, defined following viets (1962) as the ratio between yield (the economic output of crops) and evapotranspiration (et). observations of leaf or whole-plant level are not included.",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.9375,crop yield
water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2020.106119,1,"screening criteria: all data were from field experiments, so laboratory experiments, pot experiments, experiments under rain-proof shelter conditions, and model simulations were excluded; and data were required to include maize yield, seasonal water supply and wp in the maize growth period.",1,1,1,0,1,1,0,1,1,1,1,1,1,0,0.8125,crop yield
water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.106771,1,"(i) only publications describing experiments conducted in the field with side-by-side comparisons of full or di and apri were selected and pot or rain shelter were excluded. (ii) yield or wue data in apri and full or di treatments were reported. (iii) the primary data of yield or wue under apri and full or di must be comparable. (iv) the mean, sample size and a measure of dispersion (se or sd; not necessarily mandatory) as numerical or graphical data were reported, or sd of yield or wue could be calculated from the reported data for the three irrigation methods. when data were presented graphically, the figures were digitized to extract the numerical values using the get-data graph digitizer (ver. 2.22, russian federation). (v) more than two years of data were reported.",1,1,1,0,1,1,0,1,0,1,1,1,1,1,0.8125,crop yield
water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.106986,1,"our targeted articles must compare tww irrigation treatment with the control (conventional water irrigation) under the condition that other factors remained unchanged, regardless of whether the study was conducted over the whole growth stage or specific growth stages of a crop. second, to provide reference value for the application of tww in practical agricultural irrigation, only field studies were taken into consideration. third, in this paper, we collected studies in which the wastewater used for irrigation came from domestic sewage or food processing saline effluents due to the basically equivalent treatment processes of the two kinds of wastewater and because the content of heavy metals in these two kinds of wastewater is very small, making them easier and more likely to be reused in agriculture. in addition, they were characterized by high salinity after being treated; thus, their use has received considerable attention. the final screening criteria were the accessibility of the mean, standard deviation and replicate number for both the control and tww irrigation treatments in a data pair.",1,1,0,0,1,1,0,1,0,1,0,1,1,0,0.625,crop yield
water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107027,1,"(1) the impact of deficit irrigation on seed cotton yield or wp (defined as yield/etc (fernández et al., 2020)) contained side-by-side comparisons of deficit irrigation and full irrigation in pot/rainproof or field experiments. what needed to point out was that the amount of deficit irrigation was less than the total water demand of cotton and full irrigation was 100% etc or reference evapotranspiration or pan evaporation or field water capacity or local irrigation practice or a given irrigation quota. (2) all target variables, i.e., mean, sample size (n) and standard error (se) or standard deviation (sd), were provided in graphs or tables. the calculation methods of sd were as follows: (a) if the paper provided data more than one year, sd was calculated (yu et al., 2020); otherwise, sd was assumed to be 0.1 of the mean of seed cotton yield/wp (tian et al., 2015); (b) if se rather than sd was given, sd was calculated as (jian et al., 2016). (3) the deficit stage could be any growth stage (seedling stage or bud stage or blooming or boll opening stage or any combination of growth stages). (4) the production was seed cotton yield instead of lint cotton yield.",1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.875,crop yield
water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107105,1,"(1) the unit of brackish or saline water was eci not salt content and the value of eci was identified. (2) the study used fresh water irrigation as a control, and at least one salinity treatment. all factors other than the salinity of irrigation were the same among treatments. (3) at least one of the variables (crop yield, wp or iwp) was measured. (4) the amount of salty water irrigation must be the same as that of fresh water irrigation. (5) papers reported original data (no reviews). (6) the experimental design was arranged in a randomized block design with at least two replicates. (7) yield was the total yield not remarkable yield. (8) wp was total yield divided by water consumption and iwp was total yield divided by water use. (9) means, sample size (n), standard deviations (sd) or standard error (se) were reported or could be calculated in graph or table. if data were only shown in graph or figure, they were extracted using the get-data graph digitizer software. if sd and se were not available from the paper, sd was estimated as 0.1 of the mean. (10) if one paper reported the same experiment setup at separate locations, they were considered as individual studies and collected into our dataset. (11) the study must contained side-by-side comparisons of brackish or saline water irrigation and fresh water irrigation.",1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.875,crop yield
water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2021.107321,1,"publications were screened by the following criteria: 1) experiment site and year of study were clear; 2) experimental treatment included both di (experimental group) and full irrigation (control group) with the same irrigation management measures. 3) paired data of yield and wue of experimental and control groups were included, together with sample number and standard deviation; 4) temperature and rainfall during the growing season were documented; 5) pot experiments were excluded.",1,1,1,0,1,1,0,1,1,1,1,1,1,1,0.875,crop yield
water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2022.107645,1,"the following criteria were further used to screen these publications: 1) experiments were conducted in the open field and greenhouse (pot/rainproof experiments were excluded); 2) yield, iwp (yield/irrigation water applied) or wp (yield/crop evapotranspiration (et) or yield/total water applied by irrigation and rainfall)) data under subsurface drip irrigation (ssdi) and surface drip irrigation (sdi) must be paired; 3) the means, standard deviations (sd) and the number of replications (n) could be directly derived from the publication or could be calculated from the reported data.",1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.9375,crop yield
water-saving irrigation practices in non-flooded lands,10.1016/j.agwat.2022.107746,0,"an article was selected when it meets the following selection criteria: (1) the results are from experiments on maize crop; (2) the article reports at least one of the three response variables (grain yield, actual crop evapotranspiration, and crop water productivity); (3) the article presents the standard deviations (sd) of the optimal irrigation (no stress) and di stress treatments, or the level of significance of the results, and the number of replicates. articles that reported data from pot experiments were excluded from this review.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9375,crop yield
water-saving irrigation practices in non-flooded lands,10.1016/j.jclepro.2017.06.085,0,"(1) comparisons between non-irrigation and irrigation practices; (2) at least one parameter of interest (grain yield, yield components, water productivity, and et) was reported; and (3) the experimental location was stated. studies that described only the relationship between irrigation and wheat yield without a non-irrigation practice, and those that did not provide clear descriptions of the experimental methods were rejected.",1,1,1,0,1,1,0,1,0,1,1,1,1,0,0.6875,crop yield
water-saving irrigation practices in non-flooded lands,10.1016/j.scitotenv.2020.140696,1,"1) only field experimental
 data were included and laboratory or pot experimental data and modeling results were not considered, 2) measurements obtained
 under green soybean crops were not considered, 3) n2o emissions and related input rates of n fertilizers and irrigation water were recorded over a whole growing season, 4) a few measurements 
that were only reported on an annual basis were excluded.",1,1,1,0,1,1,0,1,1,1,1,1,1,0,0.8125,crop yield
water-saving irrigation practices in non-flooded lands,10.1016/j.scitotenv.2022.160774,1,"data from these publications for present study were screened by the following criteria: 1) studies had to represent experiments in field and greenhouse (pot experiments and model simulations were excluded) worldwide containing side-by-side comparisons of rw and fw; 2) studies must report yield data and possess replications, as well as plots, should be randomized; 3) the farming practices of treatment groups and control groups had to be the same, except for water types; 4) literatures were not included in the meta-analysis when the tested crops were no edible values (yang et al., 2022); 5) if a study reported observations from different years in the same experiment, each year observation was also included as separate observations (van gronigen et al., 2013); 6) if the data of crop yield were only shown in graphs or figures, the data from graphs were obtained by software named getdata graph digitizer.",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.9375,crop yield
water-saving irrigation practices in non-flooded lands,10.1038/s41598-018-32964-4,1,"the data had to be generated from field experiments, rather than pot experiments, experiments under rain-proof shelters or model simulations; the details of experimental sites had to be provided; and maize yield and seasonal water supply had to be documented or calculated based on published data; only irrigated maize were considered.",1,1,1,0,1,1,1,0,1,1,1,1,1,0,0.8125,crop yield
