fpid,doi,population,intervention,intervention_matrix,control,control_matrix,f_pclass_tier0,policy_class_codes,policy_class_names
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,"agrisilviculture with maize certain degree of regularity in the planting pattern, performed in growth experiments under field conditions",Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,Alley cropping on (near-)level fields,Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,Alley cropping on slopes,Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.3389/fsufs.2023.1167686,Agroforestry on maize grain yield,Silvoarable agroforestry systems - single row,Silvoarable systems,maize monoculture,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Livestock feeding techniques,10.1021/acs.est.8b02475,Beef cattle,Electron receptors additives supplementation,Electron sinks,No additives,No additives,Animal husbandry,A14,Feed additives (A14)
Livestock feeding techniques,10.1021/acs.est.8b02475,Beef cattle,Plant bioactive compounds supplementation,Secondary plant compounds,No additives,No secondary plant compounds,Animal husbandry,A14,Feed additives (A14)
Livestock feeding techniques,10.1021/acs.est.8b02475,Beef cattle,Plant bioactive compounds supplementation,Secondary plant compounds,No additives,No secondary plant compounds,Animal husbandry,A14,Feed additives (A14)
Agroforestry practices and systems,10.1088/1748-9326/aaeb5f,Agroforestry systems across globe,Alley croping systems,Silvoarable systems,cropland,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.1088/1748-9326/aaeb5f,Agroforestry systems across globe,Hedgerows,Landscape woody features,cropland,Land use without trees,Landscape features management,L11X,Hedgerows/individual or group of trees/ trees in line (L11X)
Agroforestry practices and systems,10.3389/fsufs.2021.606631,Trees integrated wtih crops,Dehesa and Montado systems,Silvopastoral systems,"tree-free control, or, in Dehesa, observation plots that were far enough from the trees to be used as a control",Land use without trees,Landscape features management,"L31X,L3X+G1X","Silvopastoral systems (L31X), Agroforestry (L3X), Grazing management (G1X)"
Agroforestry practices and systems,10.1088/1748-9326/aaeb5f,Agroforestry systems across globe,Multistrata agroforestry,Agro-silvopastoral systems,cropland,Land use without trees,Landscape features management,L32X+R14+R15,"Silvicultural systems (L32X), Crop diversification (R14), Mixed cropping / intercropping (R15)"
Agroforestry practices and systems,10.1088/1748-9326/aaeb5f,Agroforestry systems across globe,parkland,Silvopastoral systems,grassland,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.1088/1748-9326/aaeb5f,Agroforestry systems across globe,Silvoarable agroforestry systems,Silvoarable systems,cropland,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.1088/1748-9326/aaeb5f,Agroforestry systems across globe,Silvoarable agroforestry systems,Silvoarable systems,cropland,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.1088/1748-9326/aaeb5f,Agroforestry systems across globe,Silvoarable agroforestry systems,Silvoarable systems,cropland,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.1088/1748-9326/aaeb5f,Agroforestry systems across globe,Silvopastoral agroforestry systems,Silvopastoral systems,grassland,Land use without trees,Landscape features management,"L31X,L3X+G1X","Silvopastoral systems (L31X), Agroforestry (L3X), Grazing management (G1X)"
Agroforestry practices and systems,10.1088/1748-9326/aaeb5f,Agroforestry systems across globe,Silvopastoral agroforestry systems,Silvopastoral systems,grassland,Land use without trees,Landscape features management,"L31X,L3X+G1X","Silvopastoral systems (L31X), Agroforestry (L3X), Grazing management (G1X)"
Agroforestry practices and systems,10.1088/1748-9326/aaeb5f,Agroforestry systems across globe,Silvopastoral agroforestry systems,Silvopastoral systems,grassland,Land use without trees,Landscape features management,"L31X,L3X+G1X","Silvopastoral systems (L31X), Agroforestry (L3X), Grazing management (G1X)"
Agroforestry practices and systems,10.3389/fsufs.2021.606631,Trees integrated wtih crops,Alley croping systems,Silvoarable systems,tree-free control,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Landscape features,10.1016/j.agwat.2019.105849,Different land uses in China,Terraces,Terraces,Slopes without terraces,No terraces,Landscape features management,L191,Creation of new terraces (L191)
Landscape features,10.1016/j.agwat.2019.105849,Different land uses in China,Terraces,Terraces,Slopes without terraces,No terraces,Landscape features management,L191,Creation of new terraces (L191)
Landscape features,10.1016/j.agwat.2019.105849,Different land uses in China,Terraces,Terraces,Slopes without terraces,No terraces,Landscape features management,L191,Creation of new terraces (L191)
Landscape features,10.1016/j.agwat.2019.105849,Different land uses in China,Terraces,Terraces,Slopes without terraces,No terraces,Landscape features management,L191,Creation of new terraces (L191)
Landscape features,10.1016/j.agwat.2019.105849,Different land uses in China,Terraces,Terraces,Slopes without terraces,No terraces,Landscape features management,L191,Creation of new terraces (L191)
Landscape features,10.1016/j.agwat.2019.105849,Different land uses in China,Terraces,Terraces,Slopes without terraces,No terraces,Landscape features management,L191,Creation of new terraces (L191)
Landscape features,10.1016/j.agwat.2019.105849,Different land uses in China,Terraces,Terraces,Slopes without terraces,No terraces,Landscape features management,L191,Creation of new terraces (L191)
Landscape features,10.1016/j.agwat.2019.105849,Different land uses in China,Terraces,Terraces,Slopes without terraces,No terraces,Landscape features management,L191,Creation of new terraces (L191)
Landscape features,10.1016/j.agwat.2019.105849,Different land uses in China,Terraces,Terraces,Slopes without terraces,No terraces,Landscape features management,L191,Creation of new terraces (L191)
Landscape features,10.1016/j.agwat.2019.105849,Different land uses in China,Terraces,Terraces,Slopes without terraces,No terraces,Landscape features management,L191,Creation of new terraces (L191)
Landscape features,10.1016/j.agwat.2019.105849,Different land uses in China,Terraces,Terraces,Slopes without terraces,No terraces,Landscape features management,L191,Creation of new terraces (L191)
Landscape features,10.1016/j.agwat.2019.105849,Different land uses in China,Terraces,Terraces,Slopes without terraces,No terraces,Landscape features management,L191,Creation of new terraces (L191)
Landscape features,10.1016/j.agwat.2019.105849,Different land uses in China,Terraces,Terraces,Slopes without terraces,No terraces,Landscape features management,L191,Creation of new terraces (L191)
Landscape features,10.1016/j.agwat.2019.105849,Different land uses in China,Terraces,Terraces,Slopes without terraces,No terraces,Landscape features management,L191,Creation of new terraces (L191)
Landscape features,10.1016/j.agwat.2019.105849,Different land uses in China,Terraces,Terraces,Slopes without terraces,No terraces,Landscape features management,L191,Creation of new terraces (L191)
Landscape features,10.1016/j.agwat.2019.105849,Different land uses in China,Terraces,Terraces,Slopes without terraces,No terraces,Landscape features management,L191,Creation of new terraces (L191)
Landscape features,10.1016/j.agwat.2019.105849,Different land uses in China,Terraces,Terraces,Slopes without terraces,No terraces,Landscape features management,L191,Creation of new terraces (L191)
Landscape features,10.1016/j.agwat.2019.105849,Different land uses in China,Terraces,Terraces,Slopes without terraces,No terraces,Landscape features management,L191,Creation of new terraces (L191)
Landscape features,10.1016/j.agwat.2019.105849,Different land uses in China,Terraces,Terraces,Slopes without terraces,No terraces,Landscape features management,L191,Creation of new terraces (L191)
Landscape features,10.1016/j.agwat.2019.105849,Different land uses in China,Terraces,Terraces,Slopes without terraces,No terraces,Landscape features management,L191,Creation of new terraces (L191)
Landscape features,10.1016/j.agwat.2019.105849,Different land uses in China,Terraces,Terraces,Slopes without terraces,No terraces,Landscape features management,L191,Creation of new terraces (L191)
Landscape features,10.1016/j.agwat.2019.105849,Different land uses in China,Terraces,Terraces,Slopes without terraces,No terraces,Landscape features management,L191,Creation of new terraces (L191)
Landscape features,10.1016/j.agwat.2019.105849,Different land uses in China,Terraces,Terraces,Slopes without terraces,No terraces,Landscape features management,L191,Creation of new terraces (L191)
Landscape features,10.1016/j.agwat.2019.105849,Different land uses in China,Terraces,Terraces,Slopes without terraces,No terraces,Landscape features management,L191,Creation of new terraces (L191)
Landscape features,10.1016/j.agwat.2019.105849,Different land uses in China,Terraces,Terraces,Slopes without terraces,No terraces,Landscape features management,L191,Creation of new terraces (L191)
Landscape features,10.1016/j.agwat.2019.105849,Different land uses in China,Terraces,Terraces,Slopes without terraces,No terraces,Landscape features management,L191,Creation of new terraces (L191)
Landscape features,10.1016/j.agwat.2019.105849,Different land uses in China,Terraces,Terraces,Slopes without terraces,No terraces,Landscape features management,L191,Creation of new terraces (L191)
Landscape features,10.1016/j.agwat.2019.105849,Different land uses in China,Terraces,Terraces,Slopes without terraces,No terraces,Landscape features management,L191,Creation of new terraces (L191)
Landscape features,10.1016/j.agwat.2019.105849,Different land uses in China,Terraces,Terraces,Slopes without terraces,No terraces,Landscape features management,L191,Creation of new terraces (L191)
Landscape features,10.1016/j.agwat.2019.105849,Different land uses in China,Terraces,Terraces,Slopes without terraces,No terraces,Landscape features management,L191,Creation of new terraces (L191)
Landscape features,10.1016/j.agwat.2019.105849,Different land uses in China,Terraces,Terraces,Slopes without terraces,No terraces,Landscape features management,L191,Creation of new terraces (L191)
Landscape features,10.1016/j.agwat.2019.105849,Different land uses in China,Terraces,Terraces,Slopes without terraces,No terraces,Landscape features management,L191,Creation of new terraces (L191)
Landscape features,10.1016/j.agwat.2019.105849,Different land uses in China,Terraces,Terraces,Slopes without terraces,No terraces,Landscape features management,L191,Creation of new terraces (L191)
Landscape features,10.1016/j.agwat.2019.105849,Different land uses in China,Terraces,Terraces,Slopes without terraces,No terraces,Landscape features management,L191,Creation of new terraces (L191)
Landscape features,10.1016/j.agwat.2019.105849,Different land uses in China,Terraces,Terraces,Slopes without terraces,No terraces,Landscape features management,L191,Creation of new terraces (L191)
Crop residue management,10.1007/s10705-017-9903-5,"Cropland (wheat, barley, maize and rice)",Straw retention with mineral fertiliser,Crop residue retention,Straw removal with mineral fertilisation,Crop residue removal,Soil management,S22,"Crop residues left on soil, leaving stubbles on the field (S22)"
Crop residue management,10.1007/s10705-017-9903-5,"Cropland (wheat, barley, maize and rice)",Straw retention with mineral fertiliser,Crop residue retention,Straw removal with mineral fertilisation,Crop residue removal,Soil management,S22,"Crop residues left on soil, leaving stubbles on the field (S22)"
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice.",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,Mineral fertilisation,Mineral fertilisation,Fertilisation and soil amendments,F4X,Use of specific fertilizer types or manure (F4X)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice.",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,No fertilisation,No fertilisation,Fertilisation and soil amendments,F111|,Ban on organic fertiliser (F111)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice.",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,Mineral fertilisation,Mineral fertilisation,Fertilisation and soil amendments,F4X,Use of specific fertilizer types or manure (F4X)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice.",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,Mineral fertilisation,Mineral fertilisation,Fertilisation and soil amendments,F4X,Use of specific fertilizer types or manure (F4X)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice.",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,Mineral fertilisation,Mineral fertilisation,Fertilisation and soil amendments,F4X,Use of specific fertilizer types or manure (F4X)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice.",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,Mineral fertilisation,Mineral fertilisation,Fertilisation and soil amendments,F4X,Use of specific fertilizer types or manure (F4X)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice.",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,Mineral fertilisation,Mineral fertilisation,Fertilisation and soil amendments,F4X,Use of specific fertilizer types or manure (F4X)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice.",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,Mineral fertilisation,Mineral fertilisation,Fertilisation and soil amendments,F4X,Use of specific fertilizer types or manure (F4X)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice.",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,Mineral fertilisation,Mineral fertilisation,Fertilisation and soil amendments,F4X,Use of specific fertilizer types or manure (F4X)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice.",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,Mineral fertilisation,Mineral fertilisation,Fertilisation and soil amendments,F4X,Use of specific fertilizer types or manure (F4X)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice.",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,Mineral fertilisation,Mineral fertilisation,Fertilisation and soil amendments,F4X,Use of specific fertilizer types or manure (F4X)
