fpid,doi,population,intervention,control,metric,effect_size,impact_matrix,impact_positive_effect
Livestock feeding techniques,10.4141/CJAS07112,Dairy cattle,Lipids supplementation,No lipids supplementation,CH4 emission,Not applicable (other statistical analysis),GHG emissions,decrease
Livestock feeding techniques,10.3389/fmicb.2019.02648,Dairy cattle (and sheep?),Lipids supplementation,No lipids supplementation,Milk yield,Not applicable (other statistical analysis),Animal production,increase
Livestock feeding techniques,10.3389/fmicb.2019.02648,Beef,Long chain fatty acids,No lipids supplementation,Dry matter intake,Not applicable (other statistical analysis),Animal production,increase
Livestock feeding techniques,10.3389/fmicb.2019.02648,Beef cattle,Ruminal protozoa (RP) inhibition,No ruminal protozoa inhibition,Dry matter intake,Not applicable (other statistical analysis),Animal production,increase
Livestock feeding techniques,10.3389/fmicb.2019.02648,Beef cattle,Lipids supplementation,No lipids supplementation,Dry matter intake,Not applicable (other statistical analysis),Animal production,increase
Livestock feeding techniques,10.3389/fmicb.2019.02648,"Sheep, dairy and beef",Long chain fatty acids,No lipids supplementation,Milk yield,Not applicable (other statistical analysis),Animal production,increase
Livestock feeding techniques,10.4141/CJAS07112,Dairy cattle,Lipids supplementation,No lipids supplementation,CH4 (% of GEI),Not applicable (other statistical analysis),GHG emissions,decrease
Livestock feeding techniques,10.3389/fmicb.2019.02648,Dairy cattle,Phytochemicals supplementation,No feed additives,Dry matter intake,Not applicable (other statistical analysis),Animal production,increase
Livestock feeding techniques,10.4141/CJAS07112,Dairy cattle,Lipids supplementation,No lipids supplementation,CH4 (g/kg DMI),Not applicable (other statistical analysis),GHG emissions,decrease
Livestock feeding techniques,10.3389/fmicb.2019.02648,Dairy,Essential oils supplementation,No feed additives,Dry matter intake,Not applicable (other statistical analysis),Animal production,increase
Livestock feeding techniques,10.3389/fmicb.2019.02648,Dairy,Long chain fatty acids,No lipids supplementation,Dry matter intake,Not applicable (other statistical analysis),Animal production,increase
Livestock feeding techniques,10.3389/fmicb.2019.02648,Dairy cattle,Phytochemicals supplementation,No feed additives,Milk yield,Not applicable (other statistical analysis),Animal production,increase
Livestock feeding techniques,10.4141/CJAS07112,Dairy cattle,Lipids supplementation,No lipids supplementation,CH4 (MJ/kg 4% FCM),Not applicable (other statistical analysis),GHG emissions,decrease
Livestock feeding techniques,10.3389/fmicb.2019.02648,Beef,Medium chain fatty acids,No lipids supplementation,Dry matter intake,Not applicable (other statistical analysis),Animal production,increase
Livestock feeding techniques,10.3389/fmicb.2019.02648,"Sheep, dairy and beef",Long chain fatty acids,No lipids supplementation,Body weight gain,Not applicable (other statistical analysis),Animal production,increase
Livestock feeding techniques,10.3389/fmicb.2019.02648,Sheep,Ruminal protozoa (RP) inhibition,No ruminal protozoa inhibition,Dry matter intake,Not applicable (other statistical analysis),Animal production,increase
Livestock feeding techniques,10.3389/fmicb.2019.02648,Sheep and beef cattle,Ruminal protozoa (RP) inhibition,No ruminal protozoa inhibition,Body weight gain,Not applicable (other statistical analysis),Animal production,increase
Livestock feeding techniques,10.3389/fmicb.2019.02648,"Sheep, dairy and beef cattle",Lipids supplementation,No lipids supplementation,Milk yield,Not applicable (other statistical analysis),Animal production,increase
Livestock feeding techniques,10.3389/fmicb.2019.02648,Sheep,Medium chain fatty acids,No lipids supplementation,Dry matter intake,Not applicable (other statistical analysis),Animal production,increase
Livestock feeding techniques,10.3389/fmicb.2019.02648,"Sheep, dairy and beef",Essential oils supplementation,No feed additives,Milk yield,Not applicable (other statistical analysis),Animal production,increase
Livestock feeding techniques,10.3389/fmicb.2019.02648,"Sheep, dairy and beef",Tannins supplementation,No feed additives,Milk yield,Not applicable (other statistical analysis),Animal production,increase
Livestock feeding techniques,10.3389/fmicb.2019.02648,Sheep,Lipids supplementation,No lipids supplementation,Dry matter intake,Not applicable (other statistical analysis),Animal production,increase
Livestock feeding techniques,10.3389/fmicb.2019.02648,"Sheep, dairy and beef",Medium chain fatty acids,No lipids supplementation,Body weight gain,Not applicable (other statistical analysis),Animal production,increase
Livestock feeding techniques,10.3389/fmicb.2019.02648,Sheep,Long chain fatty acids,No lipids supplementation,Dry matter intake,Not applicable (other statistical analysis),Animal production,increase
Livestock feeding techniques,10.3389/fmicb.2019.02648,Sheep,Saponins supplementation,No feed additives,Dry matter intake,Not applicable (other statistical analysis),Animal production,increase
Livestock feeding techniques,10.3389/fmicb.2019.02648,"Sheep, dairy and beef",Essential oils supplementation,No feed additives,Body weight gain,Not applicable (other statistical analysis),Animal production,increase
Livestock feeding techniques,10.3389/fmicb.2019.02648,"Sheep, dairy and beef",Phytochemicals supplementation,No feed additives,Body weight gain,Not applicable (other statistical analysis),Animal production,increase
Livestock feeding techniques,10.3389/fmicb.2019.02648,Sheep,Essential oils supplementation,No feed additives,Dry matter intake,Not applicable (other statistical analysis),Animal production,increase
Livestock feeding techniques,10.3389/fmicb.2019.02648,Beef cattle,Phytochemicals supplementation,No feed additives,Dry matter intake,Not applicable (other statistical analysis),Animal production,increase
Livestock feeding techniques,10.3389/fmicb.2019.02648,Beef,Tannins supplementation,No feed additives,Dry matter intake,Not applicable (other statistical analysis),Animal production,increase
Livestock feeding techniques,10.3389/fmicb.2019.02648,Beef,Essential oils supplementation,No feed additives,Dry matter intake,Not applicable (other statistical analysis),Animal production,increase
Livestock feeding techniques,10.3389/fmicb.2019.02648,Sheep,Phytochemicals supplementation,No feed additives,Dry matter intake,Not applicable (other statistical analysis),Animal production,increase
Livestock feeding techniques,10.3389/fmicb.2019.02648,Beef,Saponins supplementation,No feed additives,Dry matter intake,Not applicable (other statistical analysis),Animal production,increase
Livestock feeding techniques,10.3389/fmicb.2019.02648,Sheep,Tannins supplementation,No feed additives,Dry matter intake,Not applicable (other statistical analysis),Animal production,increase
Livestock feeding techniques,10.3389/fmicb.2019.02648,Dairy,Tannins supplementation,No feed additives,Dry matter intake,Not applicable (other statistical analysis),Animal production,increase
Livestock feeding techniques,10.3389/fmicb.2019.02648,"Sheep, dairy and beef",Tannins supplementation,No feed additives,Body weight gain,Not applicable (other statistical analysis),Animal production,increase
Livestock feeding techniques,10.3389/fmicb.2019.02648,"Sheep, dairy and beef",Saponins supplementation,No feed additives,Body weight gain,Not applicable (other statistical analysis),Animal production,increase
Enhanced efficiency fertilisers,10.1016/j.agee.2017.10.008,"Upland, or aerobic crop and pasture systems, excluding paddy fields.",Mineral fertilisation (optimal N-rates) using urease and/or (in combination) nitrification inhibitors,Conventional fertilisation,Maximum yield,Not applicable (other statistical analysis),Crop yield,increase
Enhanced efficiency fertilisers,10.1016/j.agee.2017.10.008,"Upland, or aerobic crop and pasture systems, excluding paddy fields.",Mineral fertilisation (sub-optimal N-rates) using urease and/or (in combination) nitrification inhibitors,Conventional fertilisation,Maximum yield,Not applicable (other statistical analysis),Crop yield,increase
Agroforestry practices and systems,10.1007/s11104-019-04377-3,"Four agroforestry practrices: Silvoarable agroforestry, which includes alley cropping (synonymous to hedgerow intercropping) and agroforests combined with shaded-perennial crop systems (e.g., cacao, coffee and tea); (2) silvopastoral systems, which constitute an integration of trees, forage (pasture) and livestock production; (3) linear tree plantings including windbreaks, shelterbelts, and; and (4) riparian and upland buffer strips that include at least one woody (ligneous) perennial plant.",Silvoarable agroforestry systems,land without trees,"Calcium, Magnesium, etc loss reduction caused by leaching, runoff and soil losses",Not applicable (other statistical analysis),Nutrient leaching and run-off,decrease
Agroforestry practices and systems,10.1007/s11104-019-04377-3,"Four agroforestry practrices: Silvoarable agroforestry, which includes alley cropping (synonymous to hedgerow intercropping) and agroforests combined with shaded-perennial crop systems (e.g., cacao, coffee and tea); (2) silvopastoral systems, which constitute an integration of trees, forage (pasture) and livestock production; (3) linear tree plantings including windbreaks, shelterbelts, and; and (4) riparian and upland buffer strips that include at least one woody (ligneous) perennial plant.",Silvopastoral agroforestry systems,land without trees,"Calcium, Magnesium, etc loss reduction caused by leaching, runoff and soil losses",Not applicable (other statistical analysis),Nutrient leaching and run-off,decrease
Agroforestry practices and systems,10.1007/s11104-019-04377-3,"Four agroforestry practrices: Silvoarable agroforestry, which includes alley cropping (synonymous to hedgerow intercropping) and agroforests combined with shaded-perennial crop systems (e.g., cacao, coffee and tea); (2) silvopastoral systems, which constitute an integration of trees, forage (pasture) and livestock production; (3) linear tree plantings including windbreaks, shelterbelts, and; and (4) riparian and upland buffer strips that include at least one woody (ligneous) perennial plant.",Linear tree plantings,land without trees,"Nitrogen loss reduction caused by leaching, runoff and soil losses",Not applicable (other statistical analysis),Nutrient leaching and run-off,decrease
Agroforestry practices and systems,10.1007/s11104-019-04377-3,"Four agroforestry practrices: Silvoarable agroforestry, which includes alley cropping (synonymous to hedgerow intercropping) and agroforests combined with shaded-perennial crop systems (e.g., cacao, coffee and tea); (2) silvopastoral systems, which constitute an integration of trees, forage (pasture) and livestock production; (3) linear tree plantings including windbreaks, shelterbelts, and; and (4) riparian and upland buffer strips that include at least one woody (ligneous) perennial plant.",Riparian and upland buffer strips,land without trees,"Nitrogen loss reduction caused by leaching, runoff and soil losses",Not applicable (other statistical analysis),Nutrient leaching and run-off,decrease
Agroforestry practices and systems,10.1007/s11104-019-04377-3,"Four agroforestry practrices: Silvoarable agroforestry, which includes alley cropping (synonymous to hedgerow intercropping) and agroforests combined with shaded-perennial crop systems (e.g., cacao, coffee and tea); (2) silvopastoral systems, which constitute an integration of trees, forage (pasture) and livestock production; (3) linear tree plantings including windbreaks, shelterbelts, and; and (4) riparian and upland buffer strips that include at least one woody (ligneous) perennial plant.",Silvoarable agroforestry systems,land without trees,"Nitrogen loss reduction caused by leaching, runoff and soil losses",Not applicable (other statistical analysis),Nutrient leaching and run-off,decrease
Agroforestry practices and systems,10.1007/s11104-019-04377-3,"Four agroforestry practrices: Silvoarable agroforestry, which includes alley cropping (synonymous to hedgerow intercropping) and agroforests combined with shaded-perennial crop systems (e.g., cacao, coffee and tea); (2) silvopastoral systems, which constitute an integration of trees, forage (pasture) and livestock production; (3) linear tree plantings including windbreaks, shelterbelts, and; and (4) riparian and upland buffer strips that include at least one woody (ligneous) perennial plant.",Silvopastoral agroforestry systems,land without trees,"Nitrogen loss reduction caused by leaching, runoff and soil losses",Not applicable (other statistical analysis),Nutrient leaching and run-off,decrease
Agroforestry practices and systems,10.1007/s11104-019-04377-3,"Four agroforestry practrices: Silvoarable agroforestry, which includes alley cropping (synonymous to hedgerow intercropping) and agroforests combined with shaded-perennial crop systems (e.g., cacao, coffee and tea); (2) silvopastoral systems, which constitute an integration of trees, forage (pasture) and livestock production; (3) linear tree plantings including windbreaks, shelterbelts, and; and (4) riparian and upland buffer strips that include at least one woody (ligneous) perennial plant.",Linear tree plantings,land without trees,"Phosphorus loss reduction caused by leaching, runoff and soil losses",Not applicable (other statistical analysis),Nutrient leaching and run-off,decrease
Agroforestry practices and systems,10.1007/s11104-019-04377-3,"Four agroforestry practrices: Silvoarable agroforestry, which includes alley cropping (synonymous to hedgerow intercropping) and agroforests combined with shaded-perennial crop systems (e.g., cacao, coffee and tea); (2) silvopastoral systems, which constitute an integration of trees, forage (pasture) and livestock production; (3) linear tree plantings including windbreaks, shelterbelts, and; and (4) riparian and upland buffer strips that include at least one woody (ligneous) perennial plant.",Riparian and upland buffer strips,land without trees,"Phosphorus loss reduction caused by leaching, runoff and soil losses",Not applicable (other statistical analysis),Nutrient leaching and run-off,decrease
Agroforestry practices and systems,10.1007/s11104-019-04377-3,"Four agroforestry practrices: Silvoarable agroforestry, which includes alley cropping (synonymous to hedgerow intercropping) and agroforests combined with shaded-perennial crop systems (e.g., cacao, coffee and tea); (2) silvopastoral systems, which constitute an integration of trees, forage (pasture) and livestock production; (3) linear tree plantings including windbreaks, shelterbelts, and; and (4) riparian and upland buffer strips that include at least one woody (ligneous) perennial plant.",Silvoarable agroforestry systems,land without trees,"Phosphorus loss reduction caused by leaching, runoff and soil losses",Not applicable (other statistical analysis),Nutrient leaching and run-off,decrease
Agroforestry practices and systems,10.1007/s11104-019-04377-3,"Four agroforestry practrices: Silvoarable agroforestry, which includes alley cropping (synonymous to hedgerow intercropping) and agroforests combined with shaded-perennial crop systems (e.g., cacao, coffee and tea); (2) silvopastoral systems, which constitute an integration of trees, forage (pasture) and livestock production; (3) linear tree plantings including windbreaks, shelterbelts, and; and (4) riparian and upland buffer strips that include at least one woody (ligneous) perennial plant.",Silvopastoral agroforestry systems,land without trees,"Phosphorus loss reduction caused by leaching, runoff and soil losses",Not applicable (other statistical analysis),Nutrient leaching and run-off,decrease
Agroforestry practices and systems,10.1007/s11104-019-04377-3,"Four agroforestry practrices: Silvoarable agroforestry, which includes alley cropping (synonymous to hedgerow intercropping) and agroforests combined with shaded-perennial crop systems (e.g., cacao, coffee and tea); (2) silvopastoral systems, which constitute an integration of trees, forage (pasture) and livestock production; (3) linear tree plantings including windbreaks, shelterbelts, and; and (4) riparian and upland buffer strips that include at least one woody (ligneous) perennial plant.",Riparian and upland buffer strips,land without trees,"Potassium loss reduction caused by leaching, runoff and soil losses",Not applicable (other statistical analysis),Nutrient leaching and run-off,decrease
Agroforestry practices and systems,10.1007/s11104-019-04377-3,"Four agroforestry practrices: Silvoarable agroforestry, which includes alley cropping (synonymous to hedgerow intercropping) and agroforests combined with shaded-perennial crop systems (e.g., cacao, coffee and tea); (2) silvopastoral systems, which constitute an integration of trees, forage (pasture) and livestock production; (3) linear tree plantings including windbreaks, shelterbelts, and; and (4) riparian and upland buffer strips that include at least one woody (ligneous) perennial plant.",Silvoarable agroforestry systems,land without trees,"Potassium loss reduction caused by leaching, runoff and soil losses",Not applicable (other statistical analysis),Nutrient leaching and run-off,decrease
Agroforestry practices and systems,10.1007/s11104-019-04377-3,"Four agroforestry practrices: Silvoarable agroforestry, which includes alley cropping (synonymous to hedgerow intercropping) and agroforests combined with shaded-perennial crop systems (e.g., cacao, coffee and tea); (2) silvopastoral systems, which constitute an integration of trees, forage (pasture) and livestock production; (3) linear tree plantings including windbreaks, shelterbelts, and; and (4) riparian and upland buffer strips that include at least one woody (ligneous) perennial plant.",Silvopastoral agroforestry systems,land without trees,"Potassium loss reduction caused by leaching, runoff and soil losses",Not applicable (other statistical analysis),Nutrient leaching and run-off,decrease
Agroforestry practices and systems,10.1007/s11104-019-04377-3,"Four agroforestry practrices: Silvoarable agroforestry, which includes alley cropping (synonymous to hedgerow intercropping) and agroforests combined with shaded-perennial crop systems (e.g., cacao, coffee and tea); (2) silvopastoral systems, which constitute an integration of trees, forage (pasture) and livestock production; (3) linear tree plantings including windbreaks, shelterbelts, and; and (4) riparian and upland buffer strips that include at least one woody (ligneous) perennial plant.",Riparian and upland buffer strips,land without trees,Organic carbon stock loss with leaching and water erosion,Not applicable (other statistical analysis),Carbon sequestration,increase
Agroforestry practices and systems,10.1007/s11104-019-04377-3,"Four agroforestry practrices: Silvoarable agroforestry, which includes alley cropping (synonymous to hedgerow intercropping) and agroforests combined with shaded-perennial crop systems (e.g., cacao, coffee and tea); (2) silvopastoral systems, which constitute an integration of trees, forage (pasture) and livestock production; (3) linear tree plantings including windbreaks, shelterbelts, and; and (4) riparian and upland buffer strips that include at least one woody (ligneous) perennial plant.",Silvoarable agroforestry systems,land without trees,Organic carbon stock loss with leaching and water erosion,Not applicable (other statistical analysis),Carbon sequestration,increase
Agroforestry practices and systems,10.1007/s11104-019-04377-3,"Four agroforestry practrices: Silvoarable agroforestry, which includes alley cropping (synonymous to hedgerow intercropping) and agroforests combined with shaded-perennial crop systems (e.g., cacao, coffee and tea); (2) silvopastoral systems, which constitute an integration of trees, forage (pasture) and livestock production; (3) linear tree plantings including windbreaks, shelterbelts, and; and (4) riparian and upland buffer strips that include at least one woody (ligneous) perennial plant.",Silvopastoral agroforestry systems,land without trees,Organic carbon stock loss with leaching and water erosion,Not applicable (other statistical analysis),Carbon sequestration,increase
Agroforestry practices and systems,10.1007/s11104-019-04377-3,"Four agroforestry practrices: Silvoarable agroforestry, which includes alley cropping (synonymous to hedgerow intercropping) and agroforests combined with shaded-perennial crop systems (e.g., cacao, coffee and tea); (2) silvopastoral systems, which constitute an integration of trees, forage (pasture) and livestock production; (3) linear tree plantings including windbreaks, shelterbelts, and; and (4) riparian and upland buffer strips that include at least one woody (ligneous) perennial plant.",Riparian and upland buffer strips,land without trees,Soil runoff control,Not applicable (other statistical analysis),Soil erosion,decrease
Agroforestry practices and systems,10.1007/s11104-019-04377-3,"Four agroforestry practrices: Silvoarable agroforestry, which includes alley cropping (synonymous to hedgerow intercropping) and agroforests combined with shaded-perennial crop systems (e.g., cacao, coffee and tea); (2) silvopastoral systems, which constitute an integration of trees, forage (pasture) and livestock production; (3) linear tree plantings including windbreaks, shelterbelts, and; and (4) riparian and upland buffer strips that include at least one woody (ligneous) perennial plant.",Silvoarable agroforestry systems,land without trees,Soil runoff control,Not applicable (other statistical analysis),Soil erosion,decrease
Agroforestry practices and systems,10.1007/s11104-019-04377-3,"Four agroforestry practrices: Silvoarable agroforestry, which includes alley cropping (synonymous to hedgerow intercropping) and agroforests combined with shaded-perennial crop systems (e.g., cacao, coffee and tea); (2) silvopastoral systems, which constitute an integration of trees, forage (pasture) and livestock production; (3) linear tree plantings including windbreaks, shelterbelts, and; and (4) riparian and upland buffer strips that include at least one woody (ligneous) perennial plant.",Silvopastoral agroforestry systems,land without trees,Soil runoff control,Not applicable (other statistical analysis),Soil erosion,decrease
Agroforestry practices and systems,10.1007/s11104-019-04377-3,"Four agroforestry practrices: Silvoarable agroforestry, which includes alley cropping (synonymous to hedgerow intercropping) and agroforests combined with shaded-perennial crop systems (e.g., cacao, coffee and tea); (2) silvopastoral systems, which constitute an integration of trees, forage (pasture) and livestock production; (3) linear tree plantings including windbreaks, shelterbelts, and; and (4) riparian and upland buffer strips that include at least one woody (ligneous) perennial plant.",Linear tree plantings,land without trees,Soil erosion control,Not applicable (other statistical analysis),Soil erosion,decrease
Agroforestry practices and systems,10.1007/s11104-019-04377-3,"Four agroforestry practrices: Silvoarable agroforestry, which includes alley cropping (synonymous to hedgerow intercropping) and agroforests combined with shaded-perennial crop systems (e.g., cacao, coffee and tea); (2) silvopastoral systems, which constitute an integration of trees, forage (pasture) and livestock production; (3) linear tree plantings including windbreaks, shelterbelts, and; and (4) riparian and upland buffer strips that include at least one woody (ligneous) perennial plant.",Riparian and upland buffer strips,land without trees,Soil erosion control,Not applicable (other statistical analysis),Soil erosion,decrease
Agroforestry practices and systems,10.1007/s11104-019-04377-3,"Four agroforestry practrices: Silvoarable agroforestry, which includes alley cropping (synonymous to hedgerow intercropping) and agroforests combined with shaded-perennial crop systems (e.g., cacao, coffee and tea); (2) silvopastoral systems, which constitute an integration of trees, forage (pasture) and livestock production; (3) linear tree plantings including windbreaks, shelterbelts, and; and (4) riparian and upland buffer strips that include at least one woody (ligneous) perennial plant.",Silvoarable agroforestry systems,land without trees,Soil erosion control,Not applicable (other statistical analysis),Soil erosion,decrease
Agroforestry practices and systems,10.1007/s11104-019-04377-3,"Four agroforestry practrices: Silvoarable agroforestry, which includes alley cropping (synonymous to hedgerow intercropping) and agroforests combined with shaded-perennial crop systems (e.g., cacao, coffee and tea); (2) silvopastoral systems, which constitute an integration of trees, forage (pasture) and livestock production; (3) linear tree plantings including windbreaks, shelterbelts, and; and (4) riparian and upland buffer strips that include at least one woody (ligneous) perennial plant.",Silvopastoral agroforestry systems,land without trees,Soil erosion control,Not applicable (other statistical analysis),Soil erosion,decrease
Leguminous crops,10.1071/CP14252,Wheat,"Legume break crop (field peas, lupins, faba beans, chickpeas and lentils)",Continuous wheat croppping,Wheat yield,Not applicable (regression),Crop yield,increase
Leguminous crops,10.1071/CP14252,Wheat,Non-legume break crop (barley),Continuous wheat croppping,Wheat yield,Not applicable (regression),Crop yield,increase
Leguminous crops,10.1071/CP14252,Wheat,"Non-legume break crop (brassicas, flax)",Continuous wheat croppping,Wheat yield,Not applicable (regression),Crop yield,increase
Grazing management,10.1111/een.13065,Grasslands,No grazing,Grazing,Spider species abundance,Not applicable (regression),Biodiversity,increase
Grazing management,10.1111/een.13065,Grasslands,No grazing,Grazing,Spider species richness,Not applicable (regression),Biodiversity,increase
Livestock feeding techniques,10.1016/j.animal.2022.100458,Broilers,Low crude protein (CP) diet,No low crude protein diet,N excretion 22-42 days,Not applicable (regression),Nutrient excretion,decrease
Livestock feeding techniques,10.1016/j.animal.2022.100458,Broilers,Low crude protein (CP) diet,No low crude protein diet,N excretion 0-21 days,Not applicable (regression),Nutrient excretion,decrease
Livestock feeding techniques,10.1111/jpn.13367,Ruminants (in vitro),Mixed lauric and myristic acids,Basal diet,CH4 emission,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1111/jpn.13367,Ruminants (in vitro),Mixed lauric and myristic acids,Basal diet,CH4 emissions/digested organic matter,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1111/jpn.13367,Ruminants (in vitro),Lauric acid,Basal diet,CH4 emission,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1111/jpn.13367,Ruminants (in vitro),Lauric acid,Basal diet,CH4 yield,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1111/jpn.13367,Ruminants (in vitro),Lauric acid,Basal diet,CH4 emissions/digested organic matter,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1111/jpn.13367,Ruminants (in vivo),Myristic acid,Basal diet,CH4 emissions/dry matter substrate,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1111/jpn.13367,Ruminants (in vitro),Krabok oil,Basal diet,CH4 emissions/dry matter substrate,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1111/jpn.13367,Ruminants (in vitro),Coconut oil,Basal diet,CH4 emissions/dry matter substrate,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1111/jpn.13367,Ruminants (in vitro),Palm kernel oil,Basal diet,CH4 emissions/digested organic matter,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1111/jpn.13367,Ruminants (in vitro),Coconut oil,Basal diet,CH4 emissions/digested organic matter,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1111/jpn.13367,Ruminants (in vivo),Myristic acid,Basal diet,CH4 emissions/digested organic matter,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1111/jpn.13367,Ruminants (in vivo),Coconut oil,Basal diet,CH4 emission,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1111/jpn.13367,Ruminants (in vitro),Mixed lauric and myristic acids,Basal diet,CH4 emissions/dry matter substrate,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1111/jpn.13367,Ruminants (in vitro),Palm kernel oil,Basal diet,CH4 emissions/dry matter substrate,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1111/jpn.13367,Ruminants (in vivo),Coconut oil,Basal diet,CH4 emissions/digested organic matter,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1111/jpn.13367,Ruminants (in vivo),Mixed lauric and myristic acids,Basal diet,CH4 emissions/dry matter substrate,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1111/jpn.13367,Ruminants (in vivo),Coconut oil,Basal diet,CH4 emissions/dry matter substrate,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1111/jpn.13367,Ruminants (in vitro),Canola oil enriched with lauric acid,Basal diet,CH4 emissions/dry matter substrate,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1111/jpn.13367,Ruminants (in vivo),Mixed lauric and myristic acids,Basal diet,CH4 emission,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1111/jpn.13367,Ruminants (in vivo),Lauric acid,Basal diet,CH4 emission,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1111/jpn.13367,Ruminants (in vivo),Myristic acid,Basal diet,CH4 emission,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1111/jpn.13367,Ruminants (in vitro),Canola oil enriched with lauric acid,Basal diet,CH4 emissions/digested organic matter,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1111/jpn.13367,Ruminants (in vitro),Krabok oil,Basal diet,CH4 emission,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1111/jpn.13367,Ruminants (in vitro),Myristic acid,Basal diet,CH4 emissions/digested organic matter,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1111/jpn.13367,Ruminants (in vivo),Lauric acid,Basal diet,CH4 emissions/digested organic matter,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1111/jpn.13367,Ruminants (in vivo),Lauric acid,Basal diet,CH4 emissions/dry matter substrate,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1111/jpn.13367,Ruminants (in vitro),Myristic acid,Basal diet,CH4 emissions/dry matter substrate,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1111/jpn.13367,Ruminants (in vitro),Coconut oil,Basal diet,CH4 emission,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1111/jpn.13367,Ruminants (in vitro),Myristic acid,Basal diet,CH4 emission,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.17221/124/2022-cjas,"In vivo experiments (sheep, goat, beef cattle, dairy cattle)",Biochar as feed additive,No biochar (all studies included the 0 dose),Nitrogen in urine (g/kg BW),Not applicable (regression),Nutrient excretion,decrease
Livestock feeding techniques,10.17221/124/2022-cjas,"In vivo experiments (sheep, goat, beef cattle, dairy cattle)",Biochar as feed additive,No biochar (all studies included the 0 dose),Nitrogen in faces (g/kg BW),Not applicable (regression),Nutrient excretion,decrease
Livestock feeding techniques,10.1016/j.anifeedsci.2022.115503,Ruminants (in vivo),Macroalgae,No macroalgae,Average daily gain,Not applicable (regression),Animal production,increase
Livestock feeding techniques,10.1088/1755-1315/902/1/012023,Ruminants (in vitro),"Addition of nitrate as in vitro feed additive, increasing dose",Control diet (diet with 0% of nitrate),Methane production,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.3390/ani11113317,"Ruminants (lactating dairy cows, heifers, and beef cattle, both steers, bulls, goats and sheep) in vivo and in situ","Tannins (condensed tannins (CT), hydrolysable tannins (HT), obtained from chestnut, quebracho, acacia, green tea, pistachio, mimosa, fruit by-product such as grape pomace and pomegranate peel, gallnut, as well as commercial or unspecified tannin)",Diets without tannins,Crude protein intake,Not applicable (regression),Animal production,increase
Livestock feeding techniques,10.5713/ab.22.0258,Ruminants (cattle and sheep),Probiotic supplementation (Megasphaera elsdenii),No probiotic supplementation,Carcass gain,Not applicable (regression),Animal production,increase
Livestock feeding techniques,10.1111/asj.13765,Ruminants,Tannins (condensed tannins),No tannins,CH4 (L/DMI),Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1016/j.jclepro.2021.128130,Swine,Increased dietary ADF (%) in the feed,No or low dietary fibers,Urine N output: Fecal N output,Not applicable (regression),Nutrient excretion,decrease
Livestock feeding techniques,10.1016/j.jclepro.2021.128130,Swine,Increased dietary NDF (%) in the feed,No or low dietary fibers,Fecal N excretion,Not applicable (regression),Nutrient excretion,decrease
Livestock feeding techniques,10.3390/ani11113317,"Ruminants (lactating dairy cows, heifers, and beef cattle, both steers, bulls, goats and sheep) in vivo and in situ","Tannins (condensed tannins (CT), hydrolysable tannins (HT), obtained from chestnut, quebracho, acacia, green tea, pistachio, mimosa, fruit by-product such as grape pomace and pomegranate peel, gallnut, as well as commercial or unspecified tannin)",Diets without tannins,CH4/metabolic body weight,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1111/asj.13765,Ruminants,Tannins (condensed tannins),No tannins,Average daily gain,Not applicable (regression),Animal production,increase
