"doi","authors","year","title","reference","type"
"10.1016/j.jclepro.2021.128130","zhao, jb; wang, jj; zhang, s","2021","dietary fiber-a double-edged sword for balanced nutrition supply and environment sustainability in swine industry: a meta-analysis and systematic review","JOURNAL OF CLEANER PRODUCTION, 315, 128130.","meta-analysis"
"10.1016/j.vas.2021.100214","cardoso-gutierrez e.; aranda-aguirre e.; robles-jimenez l.e.; castelán-ortega o.a.; chay-canul a.j.; foggi g.; angeles-hernandez j.c.; vargas-bello-pérez e.; gonzález-ronquillo m.","2021","effect of tannins from tropical plants on methane production from ruminants: a systematic review","VETERINARY AND ANIMAL SCIENCE, 14, 100214.","meta-analysis"
"10.3390/su13137410","orzuna-orzuna j.f.; dorantes-iturbide g.; lara-bueno a.; mendoza-martínez g.d.; miranda-romero l.a.; hernández-garcía p.a.","2021","effects of dietary tannins’ supplementation on growth performance, rumen fermentation, and enteric methane emissions in beef cattle: a meta-analysis","SUSTAINABILITY (SWITZERLAND), 13(13), 7410.","meta-analysis"
"10.1088/1755-1315/788/1/012028","ridla m.; laconi e.b.; nahrowi; jayanegara a.","2021","effects of saponin on enteric methane emission and nutrient digestibility of ruminants: an in vivo meta-analysis","IOP CONFERENCE SERIES: EARTH AND ENVIRONMENTAL SCIENCE, 788(1), 12028.","meta-analysis"
"10.1016/j.livsci.2021.104707","pech-cervantes a.a.; terrill t.h.; ogunade i.m.; estrada-reyes z.m.","2021","meta-analysis of the effects of dietary inclusion of sericea lespedeza (lespedeza cuneata) forage on performance, digestibility, and rumen fermentation of small ruminants","LIVESTOCK SCIENCE, 253, 104707.","meta-analysis"
"10.1016/j.aninu.2021.09.005","almeida a.k.; hegarty r.s.; cowie a.","2021","meta-analysis quantifying the potential of dietary additives and rumen modifiers for methane mitigation in ruminant production systems","ANIMAL NUTRITION, 7(4), 1219-1230.","meta-analysis"
"10.1088/1755-1315/902/1/012023","abdelbagi m.; ridwan r.; nahrowi; jayanegara a.","2021","the potential of nitrate supplementation for modulating the fermentation pattern and mitigating methane emission in ruminants: a meta-analysis from in vitro experiments","IOP CONFERENCE SERIES: EARTH AND ENVIRONMENTAL SCIENCE, 902(1), 12023.","meta-analysis"
"10.1016/j.livsci.2021.104551","torres r.d.n.s.; bertoco j.p.a.; de arruda m.c.g.; coelho l.d.m.; paschoaloto j.r.; júnior g.a.d.a.; ezequiel j.m.b.; almeida m.t.c.","2021","meta-analysis to evaluate the effect of including molasses in the diet for dairy cows on performance, milk fat synthesis and milk fatty acid","LIVESTOCK SCIENCE, 250, 104551.","meta-analysis"
"10.3390/ani11113317","yanza, yr; fitri, a; suwignyo, b; elfahmi; hidayatik, n; kumalasari, nr; irawan, a; jayanegara, a","2021","the utilisation of tannin extract as a dietary additive in ruminant nutrition: a meta-analysis","ANIMALS, 11(11), 3317.","meta-analysis"
"10.1021/acs.est.6b06430","wang, y; dong, hm; zhu, zp; gerber, pj; xin, hw; smith, p; opio, c; steinfeld, h; chadwick, d","2017","mitigating greenhouse gas and ammonia emissions from swine manure management: a system analysis","ENVIRONMENTAL SCIENCE AND TECHNOLOGY, 51, 4503-4511.","meta-analysis"
"10.1371/journal.pone.0232853","de toledo, tds; roll, aap; rutz, f; dallmann, hm; pra, mad; leite, fpl; roll, vfb","2020","an assessment of the impacts of litter treatments on the litter quality and broiler performance: a systematic review and meta-analysis","PLOS ONE, 86(5), 1223-1231.","meta-analysis"
"10.1016/j.anireprosci.2020.106278","liu, gj; chen, zf; zhao, xh; li, my; guo, zh","2020","meta-analysis: supplementary artificial light and goose reproduction","ANIMAL REPRODUCTION SCIENCE, 214, 106278.","meta-analysis"
"10.1016/j.livsci.2018.03.012","keane, mp; mcgee, m; o'riordan, eg; kelly, ak; earley, b","2018","effect of floor type on performance, lying time and dirt scores of finishing beef cattle: a meta-analysis","LIVESTOCK SCIENCE, 212, 57-60.","meta-analysis"
"10.1080/00071668.2019.1639143","de toledo, tds; pich, cs; roll, aap; pra, mad; leite, fl; xavier, eg; roll, vfb","2019","the effect of litter materials on broiler performance: a systematic review and meta-analysis","BRITISH POULTRY SCIENCE, 236, 88-98.","meta-analysis"
"10.1080/1828051X.2018.1532327","jimenez, ler; naranjo, a; hernandez, jca; ovalos, jo; ortega, oc; ronquillo, mg","2019","a meta-analysis on the effect of the feeding type and production system on the carcase quality of lambs","ITALIAN JOURNAL OF ANIMAL SCIENCE, 68, 227-239.","meta-analysis"
"10.1590/0103-8478cr20190830","mendes, mfda; de oliveira, dh; cruz, fl; mendes, mada; ribeiro, bpvb; ferreira, ra","2020","evaporative cooling system for gestating and lactating sows: a systematic review","CIÊNCIA RURAL, 50, e20190830.","systematic review"
"10.3390/ani10040565","park, rm; foster, m; daigle, cl","2020","a scoping review: the impact of housing systems and environmental features on beef cattle welfare","ANIMALS, 10(4), 565.","systematic review"
"10.1016/j.fcr.2016.07.018","nkebiwe, pm; weinmann, m; bar-tal, a; muller, t","2016","fertilizer placement to improve crop nutrient acquisition and yield: a review and meta-analysis","FIELD CROPS RESEARCH, 196, 389-401.","meta-analysis"
"10.3390/agronomy10111633","emmerling, c; krein, a; junk, j","2020","meta-analysis of strategies to reduce nh3 emissions from slurries in european agriculture and consequences for greenhouse gas emissions","Agronomy 10, 1633","meta-analysis"
"10.2134/agronj2017.09.0513","lin, yr; watts, db; van santen, e; cao, gq","2018","influence of poultry litter on crop productivity under different field conditions: a meta-analysis","AGRONOMY JOURNAL, 110(3), 807-818.","meta-analysis"
"10.1016/j.scitotenv.2021.146396","zhang j., wang m., yin c., dogot t.","2021","the potential of dairy manure and sewage management pathways towards a circular economy: a meta-analysis from the life cycle perspective","Sci. Total Environ. 779, 146396.","meta-analysis"
"10.1016/j.biosystemseng.2020.02.015","ba, sd; qu, qb; zhang, kq; groot, jcj","2020","meta-analysis of greenhouse gas and ammonia emissions from dairy manure composting","Biosystems engineering","meta-analysis"
"10.1016/j.scitotenv.2019.135401","zhao, sx; schmidt, s; qin, w; li, j; li, gx; zhang, wf","2020","towards the circular nitrogen economy - a global meta-analysis of composting technologies reveals much potential for mitigating nitrogen losses","Sci. Total Environ. 704, 135401","meta-analysis"
"10.1016/j.scitotenv.2021.147103","zhang z., liu d., qiao y., li s., chen y., hu c.","2021","mitigation of carbon and nitrogen losses during pig manure composting: a meta-analysis","Science of the Total Environment 783 147103","meta-analysis"
"10.1111/gcb.12806","pardo, g; moral, r; aguilera, e; del prado, a","2015","gaseous emissions from management of solid waste: a systematic review","Glob. Chang. Biol. 21, 1313–1327","meta-analysis"
"10.1186/s13750-020-0187-x","goulas, a; belhadi, d; descamps, a; andremont, a; benoit, p; courtois, s; dagot, c; grall, n; makowski, d; nazaret, s; nelieu, s; patureau, d; petit, f; roose-amsaleg, c; vittecoq, m; livoreil, b; laouenan, c","2020","how effective are strategies to control the dissemination of antibiotic resistance in the environment? a systematic review","Environmental Evidence 9, 1–32","meta-analysis"
"10.1016/j.scitotenv.2020.139390","xia, f; mei, k; xu, y; zhang, c; dahlgren, ra; zhang, mh","2020","response of n2o emission to manure application in field trials of agricultural soils across the globe","SCIENCE OF THE TOTAL ENVIRONMENT, 733, 139390.","meta-analysis"
"10.1021/acs.est.5b00018","miranda, nd; tuomisto, hl; mcculloch, md","2015","meta-analysis of greenhouse gas emissions from anaerobic digestion processes in dairy farms","Environ. Sci. Technol. 49, 5211–5219","meta-analysis"
"10.1139/cjas-2015-0111","jayasundara, s; appuhamy, jadrn; kebreab, e; wagner-riddle, c","2016","methane and nitrous oxide emissions from canadian dairy farms and mitigation options: an updated review","CANADIAN JOURNAL OF ANIMAL SCIENCE","systematic review"
"10.1186/s13750-020-00211-x","lorick, d; macura, b; ahlstrom, m; grimvall, a; harder, r","2020","effectiveness of struvite precipitation and ammonia stripping for recovery of phosphorus and nitrogen from anaerobic digestate: a systematic review","Environmental Evidence 9, 1–20","meta-analysis"
"10.1016/j.jclepro.2019.06.288","cao y, wang x, bai z, chadwick d, misselbrook t, sommer sg, qin w, ma l","2019","mitigation of ammonia, nitrous oxide and methane emissions during solid waste composting with different additives: a meta-analysis","Journal of Cleaner Production","meta-analysis"
"10.1016/j.wasman.2019.03.054","akdeniz, n","2019","a systematic review of biochar use in animal waste composting","Waste Management","systematic review"
"10.1016/j.agee.2021.107354","ren a.-t., zhou r., mo f., liu s.-t., li j.-y., chen y., zhao l., xiong y.-c.","2021","soil water balance dynamics under plastic mulching in dryland rainfed agroecosystem across the loess plateau","AGRICULTURE, ECOSYSTEMS AND ENVIRONMENT, 312, 107354.","meta-analysis"
"10.1016/j.agwat.2018.02.001","ma d., chen l., qu h., wang y., misselbrook t., jiang r.","2018","impacts of plastic film mulching on crop yields, soil water, nitrate, and organic carbon in northwestern china: a meta-analysis","AGRICULTURAL WATER MANAGEMENT, 202, 166-173.","meta-analysis"
"10.1016/j.catena.2021.105483","yu y., zhang y., xiao m., zhao c., yao h.","2021","a meta-analysis of film mulching cultivation effects on soil organic carbon and soil greenhouse gas fluxes","CATENA, 206, 105483.","meta-analysis"
"10.1016/j.geoderma.2022.115851","li y., xie h., ren z., ding y., long m., zhang g., qin x., siddique k.h.m., liao y.","2022","response of soil microbial community parameters to plastic film mulch: a meta-analysis","GEODERMA, 418, 115851.","meta-analysis"
"10.1016/j.jclepro.2017.10.269","he g., wang z., li s., malhi s.s.","2018","plastic mulch: tradeoffs between productivity and greenhouse gas emissions","JOURNAL OF CLEANER PRODUCTION, 172, 1311-1318.","meta-analysis"
"10.1016/j.jclepro.2020.121470","mo f., yu k.-l., crowther t.w., wang j.-y., zhao h., xiong y.-c., liao y.-c.","2020","how plastic mulching affects net primary productivity, soil c fluxes and organic carbon balance in dry agroecosystems in china","JOURNAL OF CLEANER PRODUCTION, 263, 121470.","meta-analysis"
"10.1002/jsfa.11248","lei t., luo c., zhang r., hu c., xu j., sadras v., yang x., zhang s.","2021","partial-film mulch returns the same gains in yield and water use efficiency as full-film mulch with reduced cost and lower pollution: a meta-analysis","JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE, 101(14), 5956-5962.","meta-analysis"
"10.1007/s10333-022-00900-y","mak-mensah e., yeboah f.k., obour p.b., usman s., essel e., bakpa e.p., zhang d., zhou x., wang x., zhao x., zhao w., wang q., adingo s., ahiakpa j.k.","2022","integration of ridge and furrow rainwater harvesting systems and soil amendments improve crop yield under semi-arid conditions","PADDY AND WATER ENVIRONMENT, 20(3), 287-302.","meta-analysis"
"10.1016/j.agwat.2017.05.005","daryanto s., wang l., jacinthe p.-a.","2017","can ridge-furrow plastic mulching replace irrigation in dryland wheat and maize cropping systems?","AGRICULTURAL WATER MANAGEMENT, 190, 1-5.","meta-analysis"
"10.1016/j.agwat.2019.105883","wang j., pan z., pan f., he d., pan y., han g., huang n., zhang z., yin w., zhang j., peng r., wang z.","2020","the regional water-conserving and yield-increasing characteristics and suitability of soil tillage practices in northern china","AGRICULTURAL WATER MANAGEMENT, 228, 105883.","meta-analysis"
"10.1016/j.agwat.2020.106444","zhang s., wang h., sun x., fan j., zhang f., zheng j., li y.","2021","effects of farming practices on yield and crop water productivity of wheat, maize and potato in china: a meta-analysis","AGRICULTURAL WATER MANAGEMENT, 243, 106444.","meta-analysis"
"10.1016/j.agwat.2021.107422","han x., feng y., zhao j., ren a., lin w., sun m., gao z.","2022","hydrothermal conditions impact yield, yield gap and water use efficiency of dryland wheat under different mulching practice in the loess plateau","AGRICULTURAL WATER MANAGEMENT, 264, 107422.","meta-analysis"
"10.1016/j.agwat.2022.107617","minhua y., yanlin m., yanxia k., qiong j., guangping q., jinghai w., changkun y., jianxiong y.","2022","optimized farmland mulching improves alfalfa yield and water use efficiency based on meta-analysis and regression analysis","AGRICULTURAL WATER MANAGEMENT, 267, 107617.","meta-analysis"
"10.1016/j.eja.2018.07.005","yu y.-y., turner n.c., gong y.-h., li f.-m., fang c., ge l.-j., ye j.-s.","2018","benefits and limitations to straw- and plastic-film mulch on maize yield and water use efficiency: a meta-analysis across hydrothermal gradients","EUROPEAN JOURNAL OF AGRONOMY, 99, 138-147.","meta-analysis"
"10.1016/j.fcr.2018.02.017","li q., li h., zhang l., zhang s., chen y.","2018","mulching improves yield and water-use efficiency of potato cropping in china: a meta-analysis","FIELD CROPS RESEARCH, 221, 50-60.","meta-analysis"
"10.1016/j.fcr.2020.108026","he g., wang z., hui x., huang t., luo l.","2021","black film mulching can replace transparent film mulching in crop production","FIELD CROPS RESEARCH, 261, 108026.","meta-analysis"
"10.1016/j.fcr.2021.108210","wang h., zheng j., fan j., zhang f., huang c.","2021","grain yield and greenhouse gas emissions from maize and wheat fields under plastic film and straw mulching: a meta-analysis","FIELD CROPS RESEARCH, 270, 108210.","meta-analysis"
"10.1016/j.fcr.2022.108566","wei h., zhang f., zhang k., qin r., zhang w., sun g., huang j.","2022","effects of soil mulching on staple crop yield and greenhouse gas emissions in china: a meta-analysis","FIELD CROPS RESEARCH, 284, 108566.","meta-analysis"
"10.1016/j.scitotenv.2018.09.105","gao, h; yan, c; liu, q; ding, w; chen, b; li, z;","2019","effects of plastic mulching and plastic residue on agricultural production: a meta-analysis","SCIENCE OF THE TOTAL ENVIRONMENT, 651, 484-492.","meta-analysis"
"10.1016/j.scitotenv.2020.141479","wang l., coulter j.a., li l., luo z., chen y., deng x., xie j.","2020","plastic mulching reduces nitrogen footprint of food crops in china: a meta-analysis","SCIENCE OF TOTAL ENVIRONMENT, 748, 141479.","meta-analysis"
"10.1016/j.still.2020.104676","gu x., cai h., fang h., li y., chen p., li y.","2020","effects of degradable film mulching on crop yield and water use efficiency in china: a meta-analysis","SOIL AND TILLAGE RESEARCH, 202, 104676.","meta-analysis"
"10.1016/j.still.2020.104930","li y., yang j., shi z., pan w., liao y., li t., qin x.","2021","response of root traits to plastic film mulch and its effects on yield","SOIL AND TILLAGE RESEARCH, 209, 104930.","meta-analysis"
"10.1016/j.still.2022.105392","zhang w., dong a., liu f., niu w., siddique k.h.m.","2022","effect of film mulching on crop yield and water use efficiency in drip irrigation systems: a meta-analysis","SOIL AND TILLAGE RESEARCH, 221, 105392.","meta-analysis"
"10.1038/srep16210","qin w., hu c., oenema o.","2015","soil mulching significantly enhances yields and water and nitrogen use efficiencies of maize and wheat: a meta-analysis","SCIENTIFIC REPORTS, 5, 16210.","meta-analysis"
"10.1111/gcb.15043","zhang d., ng e.l., hu w., wang h., galaviz p., yang h., sun w., li c., ma x., fu b., zhao p., zhang f., jin s., zhou m., du l., peng c., zhang x., xu z., xi b., liu x., sun s., cheng z., jiang l., wang y., gong l., kou c., li y., ma y., huang d., zhu j., yao j., lin c., qin s., zhou l., he b., chen d., li h., zhai l., lei q., wu s., zhang y., pan j., gu b., liu h.","2020","plastic pollution in croplands threatens long-term food security","GLOBAL CHANGE BIOLOGY, 26(6), 3356-3367.","meta-analysis"
"10.1371/journal.pone.0262120","guo, c, liu, xf","2022","effect of soil mulching on agricultural greenhouse gas emissions in china: a meta-analysis","PLOS ONE, 17(1), e0262120.","meta-analysis"
"10.3389/fpls.2022.825309","adil m., zhang s., wang j., shah a.n., tanveer m., fiaz s.","2022","effects of fallow management practices on soil water, crop yield and water use efficiency in winter wheat monoculture system: a meta-analysis","FRONTIERS IN PLANT SCIENCE, 13:825309.","meta-analysis"
"10.3390/agronomy10101618","tofanelli m.b.d., wortman s.e.","2020","benchmarking the agronomic performance of biodegradable mulches against polyethylene mulch film: a meta-analysis","AGRONOMY, 10, 1618.","meta-analysis"
"10.3390/agronomy9060295","cuevas, j., daliakopoulos, i.n., del moral, f., hueso, j.j., tsanis, i.k.","2019","a review of soil-improving cropping systems for soil salinization","AGRONOMY, 9(6), 295.","meta-analysis"
"10.3390/agronomy9120793","wang l., coulter j.a., palta j.a., xie j., luo z., li l., carberry p., li q., deng x.","2019","mulching-induced changes in tuber yield and nitrogen use efficiency in potato in china: a meta-analysis","AGRONOMY, 9(12), 793.","meta-analysis"
"10.1016/j.agwat.2021.107293","wang l., li l., xie j., luo z., sumera a., zechariah e., fudjoe s.k., palta j.a., chen y.","2022","does plastic mulching reduce water footprint in field crops in china? a meta-analysis","AGRICULTURAL WATER MANAGEMENT, 260, 107293.","meta-analysis"
"10.1016/j.agee.2018.12.009","zheng, hf; ying, h; yin, yl; wang, yc; he, g; bian, qq; cui, zl; yang, qh","2019","irrigation leads to greater maize yield at higher water productivity and lower environmental costs: a global meta-analysis","Agriculture, Ecosystems & Environment 2019, 273, 62-69","meta-analysis"
"10.1016/j.jclepro.2017.06.085","he, g; cui, zl; ying, h; zheng, hf; wang, zh; zhang, fs","2017","managing the trade-offs among yield increase, water resources inputs and greenhouse gas emissions in irrigated wheat production systems","JOURNAL OF CLEANER PRODUCTION, 164, 567-574.","meta-analysis"
"10.1080/14735903.2018.1523828","magombeyi m.s., taigbenu a.e., barron j.","2018","effectiveness of agricultural water management technologies on rainfed cereals crop yield and runoff in semi-arid catchment: a meta-analysis","International Journal of Agricultural Sustainability 2018, 16:4-5, 418-441","meta-analysis"
"10.15666/aeer/1801_433446","jing, bh; wang, c; khan, s; yuan, yc; yang, wd; feng, mc","2020","yield response of winter wheat (triticum aestivum l.) to water stress in northern china: a meta-analysis","Applied Ecology and Environmental Research 18(1): 433-446.","meta-analysis"
"10.3390/agronomy12030709","yang, zh; hu, y; zhang, s; raza, s; wei, xr; zhao, xn","2022","the thresholds and management of irrigation and fertilization earning yields and water use efficiency in maize, wheat, and rice in china: a meta-analysis (1990-2020)","Agronomy 2022, 12(3), 709","meta-analysis"
"10.3390/agriculture7030027","sharma s., chaubey i.","2017","surface and subsurface transport of nitrate loss from the selected bioenergy crop fields: systematic review, analysis and future directions","Agriculture 2017, 7(3), 27","meta-analysis"
"10.1007/s00271-020-00696-x","mitchell-mccallister, d; cano, a; west, c","2020","meta-analysis of crop water use efficiency by irrigation system in the texas high plains","Irrigation Science 38: 535-546.","meta-analysis"
"10.1016/j.fcr.2022.108787","zhang, gx; zhang, y; zhao, dh; liu, sj; wen, xx; han, j; liao, yc","2023","quantifying the impacts of agricultural management practices on the water use efficiency for sustainable production in the loess plateau region: a meta-analysis","Field Crops Research, 291: 108787","meta-analysis"
"10.1002/ldr.3470","mondal, s; chakraborty, d; bandyopadhyay, k; aggarwal, p; rana, ds","2020","a global analysis of the impact of zero-tillage on soil physical condition, organic carbon content, and plant root response","LAND DEGRADATION & DEVELOPMENT 31, 557-567","meta-analysis"
"10.1002/saj2.20260","nicoloso, rs; rice, cw","2021","intensification of no-till agricultural systems: an opportunity for carbon sequestration","SOIL SCIENCE SOCIETY OF AMERICA JOURNAL 85, 1395–1409","meta-analysis"
"10.1007/s10533-004-0360-2","ogle, sm; breidt, fj; paustian, k","2005","agricultural management impacts on soil organic carbon storage under moist and dry climatic conditions of temperate and tropical regions","BIOGEOCHEMISTRY","meta-analysis"
"10.1007/s10533-011-9600-4","virto, i; barre, p; burlot, a; chenu, c","2012","carbon input differences as the main factor explaining the variability in soil organic c storage in no-tilled compared to inversion tilled agrosystems","BIOGEOCHEMISTRY","meta-analysis"
"10.1007/s13593-016-0354-1","cooper, j; baranski, m; stewart, g; nobel-de lange, m; barberi, p; fliessbach, a; peigne, j; berner, a; brock, c; casagrande, m; crowley, o; david, c; de vliegher, a; doring, tf; dupont, a; entz, m; grosse, m; haase, t; halde, c; hammerl, v; huiting, h; leithold, g; messmer, m; schloter, m; sukkel, w; van der heijden, mga; willekens, k; wittwer, r; mader, p","2016","shallow non-inversion tillage in organic farming maintains crop yields and increases soil c stocks: a meta-analysis","AGRONOMY FOR SUSTAINABLE DEVELOPMENT 36, 22","meta-analysis"
"10.1016/j.agee.2010.08.006","luo, zk; wang, el; sun, oj","2010","can no-tillage stimulate carbon sequestration in agricultural soils? a meta-analysis of paired experiments","AGRICULTURE ECOSYSTEMS & ENVIRONMENT","meta-analysis"
"10.1016/j.agee.2013.02.003","aguilera, e; lassaletta, l; gattinger, a; gimeno, bs","2013","managing soil carbon for climate change mitigation and adaptation in mediterranean cropping systems: a meta-analysis","AGRICULTURE ECOSYSTEMS & ENVIRONMENT, 168, 25-36.","meta-analysis"
"10.1016/j.earscirev.2017.12.015","meurer, khe; haddaway, nr; bolinder, ma; katterer, t","2018","tillage intensity affects total soc stocks in boreo-temperate regions only in the topsoil-a systematic review using an esm approach","EARTH-SCIENCE REVIEWS","meta-analysis"
"10.1016/j.scitotenv.2018.02.238","li, sq; zheng, xh; liu, cy; yao, zs; zhang, w; han, sh","2018","influences of observation method, season, soil depth, land use and management practice on soil dissolvable organic carbon concentrations: a meta-analysis","SCIENCE OF THE TOTAL ENVIRONMENT","meta-analysis"
"10.1016/j.scitotenv.2020.140147","li, y; li, z; chang, sx; cui, s; jagadamma, s; zhang, qp; cai, yj","2020","residue retention promotes soil carbon accumulation in minimum tillage systems: implications for conservation agriculture","SCIENCE OF THE TOTAL ENVIRONMENT 740, 140147","meta-analysis"
"10.1016/j.still.2021.104939","kan, zr; liu, qy; virk, al; he, c; qi, jy; dang, yp; zhao, x; zhang, hl","2021","effects of experiment duration on carbon mineralization and accumulation under no-till","SOIL & TILLAGE RESEARCH 209, 104939","meta-analysis"
"10.1017/S0021859614001002","mangalassery, s; sjogersten, s; sparkes, dl; mooney, sj","2015","examining the potential for climate change mitigation from zero tillage","JOURNAL OF AGRICULTURAL SCIENCE","meta-analysis"
"10.1111/gcb.13513","kopittke, pm; dalal, rc; finn, d; menzies, nw","2017","global changes in soil stocks of carbon, nitrogen, phosphorus, and sulphur as influenced by long-term agricultural production","GLOBAL CHANGE BIOLOGY, 2, 2509-2519.","meta-analysis"
"10.1111/gcb.15001","sun, wj; canadell, jg; yu, lj; yu, lf; zhang, w; smith, p; fischer, t; huang, y","2020","climate drives global soil carbon sequestration and crop yield changes under conservation agriculture","GLOBAL CHANGE BIOLOGY 26, 3325-3335","meta-analysis"
"10.1186/s13750-017-0108-9","haddaway, nr; hedlund, k; jackson, le; katterer, t; lugato, e; thomsen, ik; jorgensen, hb; isberg, pe","2017","how does tillage intensity affect soil organic carbon? a systematic review","ENVIRONMENTAL EVIDENCE 6","meta-analysis"
"10.2136/sssaj2007.0342","angers, da; eriksen-hamel, ns","2008","full-inversion tillage and organic carbon distribution in soil profiles: a meta-analysis","SOIL SCIENCE SOCIETY OF AMERICA JOURNAL","meta-analysis"
"10.5194/bg-13-3619-2016","abdalla, k; chivenge, p; ciais, p; chaplot, v","2016","no-tillage lessens soil co2 emissions the most under arid and sandy soil conditions: results from a meta-analysis","BIOGEOSCIENCES 13, 3619-3633","meta-analysis"
"10.1016/j.agee.2018.09.002","huang, yw; ren, w; wang, lx; hui, df; grove, jh; yang, xj; tao, b; goff, b","2018","greenhouse gas emissions and crop yield in no-tillage systems: a meta- analysis","AGRICULTURE ECOSYSTEMS AND ENVIRONMENT 268: 144-153.","meta-analysis"
"10.1016/j.fcr.2015.07.020","pittelkow, cm; linquist, ba; lundy, me; liang, xq; van groenigen, kj; lee, j; van gestel, n; six, j; venterea, rt; van kessel, c","2015","when does no-till yield more? a global meta-analysis","FIELD CROPS RESEARCH","meta-analysis"
"10.1016/j.fcr.2015.07.023","lundy, me; pittelkow, cm; linquist, ba; liang, xq; van groenigen, kj; lee, j; six, j; venterea, rt; van kessel, c","2015","nitrogen fertilization reduces yield declines following no-till adoption","FIELD CROPS RESEARCH","meta-analysis"
"10.1016/j.scitotenv.2020.142299","shakoor, a; shahbaz, m; farooq, th; sahar, ne; shahzad, sm; altaf, mm; ashraf, m","2021","a global meta-analysis of greenhouse gases emission and crop yield under no-tillage as compared to conventional tillage","SCIENCE OF THE TOTAL ENVIRONMENT 750, 142299","meta-analysis"
"10.1038/nature13809","pittelkow, cm; liang, xq; linquist, ba; van groenigen, kj; lee, j; lundy, me; van gestel, n; six, j; venterea, rt; van kessel, c","2015","productivity limits and potentials of the principles of conservation agriculture","NATURE","meta-analysis"
"10.1038/s41598-017-09742-9","chakraborty, d; ladha, jk; rana, ds; jat, ml; gathala mk; yadav, s; rao, an; ramesha, ms; raman, a","2017","a global analysis of alternative tillage and crop establishment practices for economically and environmentally efficient rice production","Scientific Reports","meta-analysis"
"10.1111/j.1365-2486.2012.02779.x","van kessel, c; venterea, r; six, j; adviento-borbe, ma; linquist, b; van groenigen, kj","2013","climate, duration, and n placement determine n2o emissions in reduced tillage systems: a meta-analysis","GLOBAL CHANGE BIOLOGY","meta-analysis"
"10.1016/j.still.2018.05.006","mei, k; wang, zf; huang, h; zhang, c; shang, x; dahlgren, ra; zhang, mh; xia, f","2018","stimulation of n2o emission by conservation tillage management in agricultural lands: a meta-analysis","SOIL & TILLAGE RESEARCH","meta-analysis"
"10.1016/j.still.2021.105042","maucieri, c; tolomio, m; mcdaniel, md; zhang, yj; robatjazi, j; borin, m","2021","no-tillage effects on soil ch4 fluxes: a meta-analysis","SOIL & TILLAGE RESEARCH 212, 105042","meta-analysis"
"10.1371/journal.pone.0196703","feng, jf; li, fb; zhou, xy; xu, cc; ji, l; chen, zd; fang, fp","2018","impact of agronomy practices on the effects of reduced tillage systems on ch4 and n2o emissions from agricultural fields: a global meta-analysis","PLOS ONE 13 (5)","meta-analysis"
"10.2134/jeq2017.03.0121","daryanto, s; wang, lx; jacinthe, pa","2017","meta-analysis of phosphorus loss from no-till soils","JOURNAL OF ENVIRONMENTAL QUALITY","meta-analysis"
"10.1016/j.agee.2020.106849","rowen, ek; regan, kh; barbercheck, me; tooker, jf","2020","is tillage beneficial or detrimental for insect and slug management? a meta-analysis","AGRICULTURE ECOSYSTEMS & ENVIRONMENT 294, 106849","meta-analysis"
"10.1016/j.soilbio.2018.02.024","li, y; chang, sx; tian, lh; zhang, qp","2018","conservation agriculture practices increase soil microbial biomass carbon and nitrogen in agricultural soils: a global meta-analysis","SOIL BIOLOGY & BIOCHEMISTRY","meta-analysis"
"10.1016/j.still.2020.104721","li, yz; song, dp; liang, sh; dang, pf; qin, xl; liao, yc; siddique, khm","2020","effect of no-tillage on soil bacterial and fungal community diversity: a meta-analysis","SOIL & TILLAGE RESEARCH 204, 104721","meta-analysis"
"10.1111/gcb.13744","briones, mji; schmidt, o","2017","conventional tillage decreases the abundance and biomass of earthworms and alters their community structure in a global meta-analysis","GLOBAL CHANGE BIOLOGY","meta-analysis"
"10.3220/LBF1512114926000","moos, jh; schrader, s; paulsen, hm","2017","reduced tillage enhances earthworm abundance and biomass in organic farming: a meta-analysis","LANDBAUFORSCHUNG-JOURNAL OF SUSTAINABLE AND ORGANIC AGRICULTURAL SYSTEMS 67, 123-128","meta-analysis"
"10.1016/j.agee.2016.04.033","mhazo, n; chivenge, p; chaplot, v","2016","tillage impact on soil erosion by water: discrepancies due to climate and soil characteristics","AGRICULTURE ECOSYSTEMS & ENVIRONMENT","meta-analysis"
"10.1016/j.still.2015.04.007","sun, yn; zeng, yj; shi, qh; pan, xh; huang, s","2015","no-tillage controls on runoff: a meta-analysis","SOIL & TILLAGE RESEARCH","meta-analysis"
"10.1016/j.geoderma.2019.114099","li, y; li, z; cui, s; zhang, qp","2020","trade-off between soil ph, bulk density and other soil physical properties under global no-tillage agriculture","GEODERMA 361, 114099","meta-analysis"
"10.1111/j.1365-2664.2005.01005.x","bengtsson, j; ahnstrom, j; weibull, ac.","2005","the effects of organic agriculture on biodiversity and abundance: a meta-analysis.","Journal of Applied Ecology 42: 261-269.","meta-analysis"
"10.1890/12-0110.1","crowder, dw; northfield, td; gomulkiewicz, r; snyder, we.","2012","conserving and promoting evenness: organic farming and fire-based wildland management as case studies.","Ecology 93: 2001–2007.","meta-analysis"
"10.1016/j.agsy.2011.12.004","de ponti t., rijk b., van ittersum m.k.","2012","the crop yield gap between organic and conventional agriculture.","AGRICULTURAL SYSTEMS 108, 1–9","meta-analysis"
