B.Code,B.Author.Last,B.Date,B.Journal,B.New,B.DOI,B.Url,B.Project,B.Link1,B.Link2,B.Link3,B.Link4,era_snapshots_all,era_snapshot_harmonized,B.Version
NJ0058,Magaia,2016,Acta Agriculturae Scandinavica Section B-Soil and Plant Science,Yes,10.1080/09064710.2015.1090624,,ERA 2020,,,,,mh,mh,
NJ0059,MacCarthy,2015,Nutrient Cycling in Agroecosystems,No,10.1007/s10705-015-9701-x,,ERA 2020,,,,,mh,mh,
NJ0060,Mashavakure,2018,Journal of Nematology,Yes,10.21307/jofnem-2018-033,,ERA 2020,,,,,mh,mh,
NJ0061,Ikazaki,2018,Soil Science and Plant Nutrition,No,10.1080/00380768.2017.1422393,,ERA 2020,,,,,mh,mh,
NJ0062,Igwe,2013,Archives of Agronomy and Soil Science,No,10.1080/03650340.2012.684877,,ERA 2020,,,,,mh,mh,
NJ0063,Ibrahim,2016,Experimental Agriculture,No,10.1017/s0014479715000241,,ERA 2020,,,,,mh,mh,
NJ0064,Kabululu,2017,Indian Journal of Agricultural Research,Yes,10.18805/ijare.v51i03.7912,,ERA 2020,,,,,mh,mh,
NJ0066,Mhlanga,2016,Njas-Wageningen Journal of Life Sciences,No,10.1016/j.njas.2016.05.001,,ERA 2020,,,,,mh,mh,
NJ0067,Mhlanga,2015,Crop Science,No,10.2135/cropsci2014.11.0796,,ERA 2020,,,,,mh,mh,
NJ0069,Khalil ,2015,Experimental and Applied Acarology,Yes,10.1007/s10493-015-9979-z,,ERA 2020,,,,,mh,mh,
NJ0070,Ewansiha,2014,Tropical Agriculture,No,,http://biblio1.iita.org/handle/20.500.12478/1032,ERA 2020,,,,,mh,mh,
NJ0071,Ewansiha,2015,Tropical Agriculture,No,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934291397&partnerID=40&md5=1b569a40d80f02bf0318833c97e3dd35,ERA 2020,,,,,mh,mh,
NJ0072,Amer,2018,Egyptian Journal of Soil Science,Yes,10.21608/ejss.2018.2356.1148,,ERA 2020,,,,,mh,mh,
NJ0073,Ayed,2017,Agrociencia,Yes,,www.redalyc.org/pdf/302/30249773003.pdf,ERA 2020,,,,,mh,mh,
NJ0074,Debenport,2015,Applied and Environmental Microbiology,Yes,10.1128/AEM.04122-14,,ERA 2020,,,,,mh,mh,
NJ0075,Sahile,2018,Archiv Fur Phytopathologie und Pflanzenschutz-Archives Of Phytopathology and Plant Protection,Yes,10.1080/03235408.2018.1482648,,ERA 2020,,,,,mh,mh,
NJ0076,Bamutaze,2017,Journal of Soil and Water Conservation,No,10.2489/jswc.72.5.480,,ERA 2020,,,,,mh,mh,
NJ0077,Bezu,2014,World Development,Yes,10.1016/j.worlddev.2014.01.023,,ERA 2020,,,,,mh,mh,
NJ0079,Nakamura,2016,Nutrient Cycling in Agroecosystems,No,10.1007/s10705-016-9788-8,,ERA 2020,,,,,mh,mh,
NJ0082,Ndungu-Magiroi,2015,Nutrient Cycling in Agroecosystems,No,10.1007/s10705-014-9661-6,,ERA 2020,,,,,mh,mh,
NJ0083,Gemenet,2014,Crop Science,No,10.2135/cropsci2014.04.0277,,ERA 2020,,,,,mh,mh,
NJ0084,Busari,2017,Soil Research,Yes,10.1071/sr16162,,ERA 2020,,,,,mh,mh,
NJ0085,Getachew,2013,Agriculturae Conspectus Scientificus,Yes,,https://hrcak.srce.hr/index.php?show=clanak&id_clanak_jezik=157592,ERA 2020,,,,,mh,mh,
NJ0087,Kanampiu,2018,Weed Science,Yes,10.1017/wsc.2018.4,,ERA 2020,,,,,mh,mh,
NJ0089,Loke,2018,Soil Research,Yes,10.1071/SR18050,,ERA 2020,,,,,mh,mh,
NJ0090,Khonje,2015,World Development,Yes,10.1016/j.worlddev.2014.09.008,,ERA 2020,,,,,mh,mh,
NJ0092,Nishigaki,2017,Soil Science and Plant Nutrition,No,10.1080/00380768.2017.1332454,,ERA 2020,,,,,mh,mh,
NJ0093,Okebalama,2016,Soil Science Society of America Journal,No,10.2136/sssaj2016.03.0065,,ERA 2020,,,,,mh,mh,
NJ0094,Partey,2018,Agroforestry Systems,No,10.1007/s10457-016-0035-8,,ERA 2020,,,,,mh,mh,
NJ0095,Kamanga,2018,Experimental Agriculture,No,10.1017/S0014479713000513,,ERA 2020,,,,,mh,mh,
NJ0096,Nyagumbo,2016,Nutrient Cycling in Agroecosystems,No,10.1007/s10705-015-9733-2,,ERA 2020,,,,,mh,mh,
NJ0097,Rattunde,2013,Crop Science,No,10.2135/cropsci2013.03.0182,,ERA 2020,,,,,mh,mh,
NJ0098,Kassie,2018,Journal of Agricultural Economics,Yes,10.1111/1477-9552.12221,,ERA 2020,,,,,mh,mh,
NJ0099,Lamers,2015,Nutrient Cycling in Agroecosystems,No,10.1007/s10705-015-9673-x,,ERA 2020,,,,,mh,mh,
NJ0100,Katsura,2016,European Journal of Agronomy,No,10.1016/j.eja.2015.11.014,,ERA 2020,,,,,mh,mh,
NJ0101,Ratnadass,2017,Crop Protection,No,10.1016/j.cropro.2017.06.023,,ERA 2020,,,,,mh,mh,
NJ0102,Lamers,2015,Nutrient Cycling in Agroecosystems,No,10.1007/s10705-015-9671-z,,ERA 2020,10.1007/s10705-015-9673-x,,,,mh,mh,
NJ0103,Ngwira,2014,Experimental Agriculture,No,10.1017/s001447971400009x,,ERA 2020,,,,,mh,mh,
NJ0104,Laurie,2015,Crop Science,No,10.2135/cropsci2014.09.0664,,ERA 2020,,,,,mh,mh,
NJ0105,Hirich,2013,Desalination and Water Treatment,Yes,10.1080/19443994.2013.777944,,ERA 2020,,,,,mh,mh,
NJ0106,Ali,2015,Journal of the Science of Food and Agriculture,No,10.1002/jsfa.7047,,ERA 2020,,,,,mh,mh,
NJ0107,EL Halim,2013,Chilean Journal of Agricultural Research,No,10.4067/S0718-58392013000200014,,ERA 2020,,,,,mh,mh,
NJ0108,Abdelraouf,2018,Irrigation and Drainage,No,10.1002/ird.2271,,ERA 2020,,,,,mh,mh,
NJ0109,Micheni,2016,Experimental Agriculture,No,10.1017/s0014479714000556,,ERA 2020,,,,,mh,mh,
NJ0110,Hirich,2014,Desalination and Water Treatment,Yes,10.1080/19443994.2013.804452,,ERA 2020,,,,,mh,mh,
NJ0111,Nagaz,2016,Irrigation and Drainage,No,10.1002/ird.1987,,ERA 2020,,,,,mh,mh,
NJ0112,Kaoutar,2017,Irrigation and Drainage,No,10.1002/ird.2116,,ERA 2020,,,,,mh,mh,
NJ0113,Opala,2013,Archives of Agronomy and Soil Science,No,10.1080/03650340.2011.627681,,ERA 2020,,,,,mh,mh,
NJ0114,Abdelraouf,2018,Irrigation and Drainage,No,10.1002/ird.2249,,ERA 2020,,,,,mh,mh,
NJ0116,Abdou,2018,Irrigation and Drainage,No,10.1002/ird.2258,,ERA 2020,,,,,mh,mh,
NJ0117,Araya,2016,Experimental Agriculture,No,10.1017/s001447971400060x,,ERA 2020,biblio.ugent.be/publication/1966268/file/6763297,,,,mh,mh,
NJ0118,Arslan,2015,Journal of Agricultural Economics,Yes,10.1111/1477-9552.12107,,ERA 2020,,,,,mh,mh,
NJ0119,Dlamini,2017,Soil Research,Yes,10.1071/sr16098,,ERA 2020,,,,,mh,mh,
NJ0120,Gnahoua,2017,Experimental Agriculture,No,10.1017/s0014479716000041,,ERA 2020,,,,,mh,mh,
NJ0122,Noulèkoun,2017,Annals of Forest Science,Yes,10.1007/s13595-017-0676-4,,ERA 2020,,,,,mh,mh,
NJ0123,Graef,2018,Communications in Soil Science and Plant Analysis,No,10.1080/00103624.2018.1547392,,ERA 2020,,,,,mh,mh,
NJ0124,Mabhaudhi,2015,Experimental Agriculture,No,10.1017/s0014479714000416,,ERA 2020,,,,,mh,mh,
NJ0126,De la Cruz-Barron,2017,Microbial Ecology,Yes,10.1007/s00248-016-0807-8,,ERA 2020,,,,,mh,mh,
NJ0129,Maman,2018,Soil Science Society of America Journal,No,10.2136/sssaj2018.02.0066,,ERA 2020,,,,,mh,mh,
NJ0130,Leparmarai,2018,Rangeland Ecology & Management,Yes,10.1016/j.rama.2018.04.007,,ERA 2020,,,,,mh,mh,
NJ0131,Madamombe,2018,Experimental Agriculture,No,10.1017/s0014479717000163,,ERA 2020,,,,,mh,mh,
NJ0133,Mesfin,2018,Environmental Earth Sciences,Yes,10.1007/s12665-018-7528-x,,ERA 2020,,,,,mh,mh,
NJ0134,Adesina,2018,Agricultural Engineering International: CIGR Journal,Yes,,https://cigrjournal.org/index.php/Ejounral/article/viewFile/4726/2875,ERA 2020,,,,,mh,mh,
NJ0136,Muema,2016,Soil Biology & Biochemistry,No,10.1016/j.soilbio.2016.06.027,,ERA 2020,,,,,mh,mh,
NJ0137,Nakano,2018,Agricultural Economics,No,10.1111/agec.12408,,ERA 2020,,,,,mh,mh,
NJ0138,Mezgebe,2018,Tropical Animal Health and Production,No,10.1007/s11250-018-1560-4,,ERA 2020,,,,,mh,mh,
NJ0140,Murungweni,2016,Nutrient Cycling in Agroecosystems,No,10.1007/s10705-015-9695-4,,ERA 2020,,,,,mh,mh,
NJ0141,Nyamadzawo,2014,Nutrient Cycling in Agroecosystems,No,10.1007/s10705-014-9634-9,,ERA 2020,,,,,mh,mh,
NJ0142,Mavimbela,2018,New Zealand Journal of Forestry Science,Yes,10.1186/s40490-018-0110-1,,ERA 2020,,,,,mh,mh,
NJ0144,Sadik,2018,Egyptian Journal of Soil Science,Yes,10.21608/ejss.2017.1609.1123,,ERA 2020,,,,,mh,mh,
NJ0145,Bensch,2013,Land Economics,Yes,10.3368/le.89.4.676,,ERA 2020,,,,,mh,mh,
NJ0146,Gebreegziabher,2018,Resource and Energy Economics,Yes,10.1016/j.reseneeco.2018.01.006,,ERA 2020,,,,,mh,mh,
NJ0147,Kadyampakeni,2015,Irrigation and Drainage,No,10.1002/ird.1886,,ERA 2020,,,,,mh,mh,
NJ0148,Chimonyo,2016,Agricultural Water Management,No,10.1016/j.agwat.2015.11.014,,ERA 2020,,,,,mh,mh,
NJ0149,Hirich,2014,Journal of Agronomy and Crop Science,No,10.1111/jac.12073,,ERA 2020,,,,,mh,mh,
NJ0150,Kifle,2016,Agricultural Water Management,No,10.1016/j.agwat.2016.01.003,,ERA 2020,,,,,mh,mh,
NJ0151,Muluneh,2017,Journal of Agricultural Science,No,10.1017/S0021859616000897,,ERA 2020,,,,,mh,mh,
NJ0152,Olivier,2015,Field Crops Research,No,10.1016/j.fcr.2015.02.010,,ERA 2020,,,,,mh,mh,
NJ0153,Okonya,2014,International Journal of Agronomy,Yes,10.1155/2014/515629,,ERA 2020,,,,,mh,mh,
NJ0154,Ochieng,2017,Science of the Total Environment,Yes,10.1016/j.scitotenv.2016.10.233,,ERA 2020,,,,,mh,mh,
NJ0155,Obia,2017,Soil and Tillage Research,No,10.1016/j.still.2017.03.009,,ERA 2020,,,,,mh,mh,
NJ0157,Nyamangara,2014,Agriculture Ecosystems & Environment,No,10.1016/j.agee.2013.10.005,,ERA 2020,,,,,mh,mh,
NJ0160,Rusinamhodzi,2015,Field Crops Research,No,10.1016/j.fcr.2014.10.006,,ERA 2020,,,,,mh,mh,
NJ0161,Senkoro,2017,Nutrient Cycling in Agroecosystems,No,10.1007/s10705-017-9889-z,,ERA 2020,,,,,mh,mh,
NJ0162,Ronner,2016,Field Crops Research,No,10.1016/j.fcr.2015.10.023,,ERA 2020,,,,,mh,mh,
NJ0163,Nyawade,2018,Soil and Tillage Research,No,10.1016/j.still.2018.06.008,,ERA 2020,,,,,mh,mh,
NJ0164,Eilenberg,2018,Atmospheric Environment,Yes,10.1016/j.atmosenv.2018.06.041,,ERA 2020,,,,,mh,mh,
NJ0167,Abuarab,2013,American Society of Agricultural and Biological Engineers,Yes,,https://www.researchgate.net/profile/Mohamed-Abuarab-2/publication/259188152_EFFECTS_OF_REGULATED_DEFICIT_IRRIGATION_AND_PHOSPHORUS_FERTILIZERS_ON_YIELD_WATER_USE_EFFICIENCY_AND_TOTAL_SOLUBLE_SOLIDS_OF_TOMATO/links/0deec52a478145494a000000/EFFECTS-OF-REGULATED-DEFICIT-IRRIGATION-AND-PHOSPHORUS-FERTILIZERS-ON-YIELD-WATER-USE-EFFICIENCY-AND-TOTAL-SOLUBLE-SOLIDS-OF-TOMATO.pdf,ERA 2020,,,,,mh,mh,
NM0001,Alele,2023,Agonomy,,10.3390/ agronomy13030655,,ERA 2023,,,,,ie,ie,V2.0.6
NM0002,Tofa,2022,Heliyon,,10.1016/j.heliyon.2022.e11587,,ERA 2023,,,,,ie,ie,V2.0.7
NM0004,Nassary,2019,European Journal of Agronomy,,10.1016/j.eja.2019.125964,,ERA 2023,,,,,ie,ie,V2.0.7
NM0005,Alemu,2022,Heliyon,,10.1016/j.heliyon.2021.e08657,,ERA 2023,,,,,ie,ie,V2.0.9
NM0006,Mtyobile,2019,International Journal of Agriculture and Biology,,10.17957/IJAB/15.0000,,ERA 2023,,,,,ie,ie,V2.0.11
NM0008,ROMERO-PEREZGROVAS,2013,Pedosphere,,10.1016/S1002-0160(14)60034-5,,ERA 2023,,,,,ie,ie,V2.0.13
NM0009,Grageda-Cabrera,2010,Nutrient Cycling in Agroecosystems,,10.1007/s10705-010-9382-4,,ERA 2023,,,,,ie,ie,V2.0.13
NM0012,Verhulst,2011,Field Crops Research,,10.1016/j.fcr.2010.08.012,,ERA 2023,10.1016/S0378-4290(02)00157-0,10.1016/S0378-4290(02)00158-2,,,ie,ie,V2.0.14
NM0013,Gwenambira-Mwika,2021,Field Crops Research,,10.1016/j.fcr.2021.108225,,ERA 2023,,,,,ie,ie,V2.0.13
NM0014,Musokwa,2021,Agroforestry Systems,,10.1007/s10457-021-00598-7,,ERA 2023,,,,,ie,ie,V2.0.14
NM0015,Ferreira,2022,Pesquisa Agropecuária Tropical,,10.1590/1983-40632022v5271219,,ERA 2023,,,,,ie,ie,V2.0.14
NM0018,Zizinga,2022,Agricultural Systems,,10.1016/j.agsy.2022.103407,,ERA 2023,,,,,ie,ie,V2.0.19
NM0019,Ebel,2019,CIENCIA ergo-sum,,10.30878/ces.v27n3a8,,ERA 2023,,,,,ie,ie,V2.0.19
NM0024,The,2006,Plant and Soil,,10.1007/s11104-006-0029-9,,ERA 2023,,,,,ie,ie,V2.0.21
NM0028,Oseni,2010,International Journal of Agriculture and Biology,,,https://www.researchgate.net/publication/279189769,ERA 2023,,,,,ie,ie,V2.0.21
NM0030,Songa,2007,Journal of Applied Entomology,,10.1111/j.1439-0418.2006.01116.x,,ERA 2023,,,,,ie,ie,V2.0.21
NM0031,Emmanuel,2019,Soil Environment,,10.25252/SE/19/51389,,ERA 2023,,,,,ie,ie,V2.0.20
NM0032,Saidia,2019,Agricultural Water Management,,10.1016/j.agwat.2019.105712,,ERA 2023,,,,,ie,ie,V2.0.21
NM0033,Astier,2006,Soil and Tillage Research,,10.1016/j.still.2005.05.003,,ERA 2023,,,,,ie,ie,V2.0.21
NM0034,Oliveira,2018,Horticultura Brasileira,,10.1590/S0102-053620180317,,ERA 2023,,,,,ie,ie,V2.0.21
NM0035,Martins,2017,Agriculture Ecosystems & Environment,,10.1016/j.agee.2017.06.021,,ERA 2023,,,,,ie,ie,V2.0.21
NM0036,Tovihoudji,2019,Field Crops Research,,10.1016/j.fcr.2018.10.018,,ERA 2023,,,,,ie,ie,V2.0.21
NM0037,Mingotte,2021,Revista Caatinga,,10.1590/1983-21252021v34n112rc,,ERA 2023,,,,,ie,ie,V2.0.21
NM0038,Okonofua,2008,Legume Research,,,https://www.researchgate.net/publication/289481261_The_effects_of_application_of_cajanns_cajan_biomass_to_the_soil_on_the_yield_of_dioscorea_rotundata_intercropped_with_maize_Zea_mays,ERA 2023,,,,,ie,ie,V2.0.21
NM0039,Akande,2006,African Journal of Biotechnology,,10.5897/AJB08.446,,ERA 2023,,,,,ie,ie,V2.0.21
NM0040,Zerssa,2023,Communications in Soil Science and Plant Analysis,,10.1080/00103624.2023.2211107,,ERA 2023,,,,,ie,ie,V2.0.21
NM0041,Michalovicz,2018,Archives of Agronomy and Soil Science,,10.1080/03650340.2018.1505041,,ERA 2023,,,,,ie,ie,V2.0.21
NM0043,Zavaschi,2014,Revista Brasileira de Ciência do Solo,,10.1590/S0100-06832014000400016,,ERA 2023,,,,,ie,ie,V2.0.21
NM0045,Zanatta,2019,Scientia Agricola,,10.1590/1678-992X-2017-0322,,ERA 2023,,,,,ie,ie,V2.0.21
NM0046,Mumbach,2019,Soil Fertility & Crop Nutrition,,10.1002/agj2.20238,,ERA 2023,,,,,ie,ie,V2.0.21
NM0047,Avilla,2020,Revista Brasileira de Engenharia Agrícola e Ambiental,,10.1590/1807-1929/agriambi.v24n9p590-595,,ERA 2023,,,,,ie,ie,V2.0.21
NM0048,Gomes Stoffel,2020,Ciência Rural,,10.1590/0103-8478cr20200109,,ERA 2023,,,,,ie,ie,V2.0.21
NM0052,de Moura,2009,Scientia Agricola ,,,https://www.scielo.br/j/sa/a/bvfhyczrtjMzyynF5Msqv5P/?lang=en&format=pdf,ERA 2023,,,,,ie,ie,V2.0.19
NM0053,Mokgolo,2019,South African Journal of Science,,10.17159/ sajs.2019/6410,,ERA 2023,,,,,ie,ie,V2.0.21
NM0056,Ambrosio,2017,Ciência e Agrotecnologia,,10.1590/1413-70542017416009017,,ERA 2023,,,,,ie,ie,V2.0.21
NM0057,Caires,2011,Soil Use and Management,,10.1111/j.1475-2743.2010.00310.x,,ERA 2023,,,,,ie,ie,V2.0.21
NM0059,Caires,2006,Soil and Tillage Research,,10.1016/j.still.2005.06.006,,ERA 2023,,,,,ie,ie,V2.0.21
NM0060,Vargas,2015,Agronomy Journal,,10.2134/agronj14.0121,,ERA 2023,,,,,ie,ie,V2.0.21
NM0061,Batista,2019,"Acta Agriculturae Scandinavica, Section B — Soil & Plant Science",,10.1080/09064710.2019.1617345,,ERA 2023,,,,,ie,ie,V2.0.21
NM0062,Costa-Coelho,2016,Tropical Plant Pathology,,10.1007/s40858-016-0105-5,,ERA 2023,,,,,ie,ie,V2.0.21
NM0066,Primo,2018,Anais da Academia Brasileira de Ciências,,10.1590/0001-3765201820150841,,ERA 2023,,,,,ie,ie,V2.0.21
NM0067,Lima Azevedo,2015,Revista Ciencia Agronomica,,10.5935/1806-6690.20150055,,ERA 2023,,,,,ie,ie,V2.0.21
NM0069,Reta Sanchez,2010,Spanish Journal of Agricultural Research,,10.5424/sjar/2010083-1269,,ERA 2023,,,,,ie,ie,V2.0.21
NM0070,Loha,2023,Applied and Environmental Soil Science,,10.1155/2023/5996945,,ERA 2023,,,,,ie,ie,V2.0.21
NM0071,Torres,2021,Revista Caatinga,,10.1590/1983-21252021v34n225rc,,ERA 2023,,,,,ie,ie,V2.0.21
NM0072,Kraisig,2021,Revista Brasileira de Engenharia Agricola e Ambiental,,10.1590/1807-1929/agriambi.v25n4p235-242,,ERA 2023,,,,,ie,ie,V2.0.21
NM0073,Udom,2022,Soil and Tillage Research,,10.1016/j.still.2021.105267,,ERA 2023,,,,,ie,ie,V2.0.21
NM0074,Odhiambo,2010,African Journal of Agricultural Research,,,https://www.researchgate.net/publication/233935106_Effect_of_green_manure_legume_-_maize_rotation_on_maize_yield_and_weed_infestation_levels,ERA 2023,,,,,ie,ie,V2.0.21
NM0076,Meirelles,2021,The Journal of Agricultural Science,,10.1017/S0021859621000940,,ERA 2023,,,,,ie,ie,V2.0.21
NM0077,Nyawade,2019,Geoderma,,10.1016/j.geodrs.2019.e00225,,ERA 2023,,,,,ie,ie,V2.0.21
NM0078,Jibril,2022,Applied and Environmental Soil Science,,10.1155/2022/7397872,,ERA 2023,,,,,ie,ie,V2.0.24
NM0079,Calegari,2008,Agronomy Journal,,10.2134/agronj2007.0121,,ERA 2023,,,,,ie,ie,V2.0.24
NM0080,Zingore,2007,Field Crops Research,,10.1016/j.fcr.2006.12.006,,ERA 2023,,,,,ie,ie,V2.0.24
NM0080.1,Zingore,2007,Field Crops Research,,10.1016/j.fcr.2006.12.006,,ERA 2023,,,,,ie,ie,V2.0.24
NM0081,Ndungú,2021,Heliyon,,10.1016/j.heliyon.2021.e07881,,ERA 2023,,,,,ie,ie,V2.0.24
NM0083,Oliveira,2022,Tropical Grasslands-Forrajes Tropicales,,10.17138/TGFT(10)280-287,,ERA 2023,,,,,ie,ie,V2.0.24
NM0084,Adjogboto,2019,Acta Horticulturae,,10.17660/ActaHortic.2019.1238.2,,ERA 2023,,,,,ie,ie,V2.0.24
NM0085,Bawa,2021,Advances in Agriculture,,10.1155/2021/1765251,,ERA 2023,,,,,ie,ie,V2.0.24
NM0086,Ganya,2018,International Journal of Agronomy,,10.1155/2018/2351204,,ERA 2023,,,,,ie,ie,V2.0.24
NM0088,Isah,2020,"Journal of Human, Earth, and Future",,10. 28991/HEF-2020-01-04-04,,ERA 2023,,,,,ie,ie,V2.0.24
NM0089,Kassie,2019,Journal of Crop Science and Biotechnology,,10.1007/s12892-019-0004-0,,ERA 2023,,,,,ie,ie,V2.0.24
NM0090,Olowoake,2018,International Journal of Recycling of Organic Waste in Agriculture,,10.1007/s40093-017-0192-4,,ERA 2023,,,,,ie,ie,V2.0.24
NM0091,Onkoba,2021,International Journal of Agronomy,,10.1155/2021/9978974,,ERA 2023,,,,,ie,ie,V2.0.24
NM0092,Longwe,2023,"Resources, Environment and Sustainability",,10.1016/j.resenv.2023.100116,,ERA 2023,,,,,ie,ie,V2.0.24
NM0094,Guji,2019,Agriculture and Food Security,,10.1186/s40066-018-0245-6,,ERA 2023,,,,,ie,ie,V2.0.24
NM0096,Nkongho,2022,Plos One,,10.1371/journal.pone.0278771,,ERA 2023,,,,,ie,ie,V2.0.24
NM0098,Savala,2020,Universal Journal of Agricultural Research,,10.13189/ujar.2020.080204,,ERA 2023,,,,,ie,ie,V2.0.24
NM0099,Isah,2020,"Journal of Human, Earth, and Future",,10. 28991/HEF-2020-01-04-04,,ERA 2023,,,,,ie,ie,V2.0.24
NM0100,Mugo,2021,Agronomy Journal,,10.1002/agj2.20827,,ERA 2023,,,,,ie,ie,V2.0.24
NM0101,Ripoche,2021,Agriculture Ecosystems & Environment,,10.1016/j.agee.2021.107576,,ERA 2023,,,,,ie,ie,V2.0.24
NM0103,Agyin-Birikorang,2019,Journal of Plant Nutrition,,10.1080/01904167.2019.1702209,,ERA 2023,,,,,ie,ie,V2.0.24
NM0104,Eshete,2022,Sustainable Water Resources Management,,10.1007/s40899-022-00771-5,,ERA 2023,,,,,ie,ie,V2.0.24
NM0105,Ouedraogo,2022,Field Crops Research,,10.1016/j.fcr.2022.108709,,ERA 2023,,,,,ie,ie,V2.0.24
NM0109,Asirifi,2021,Journal of Environmental Quality,,10.1002/jeq2.20260,,ERA 2023,10.1038/s41598-017-10718-y,10.1007/ s10705-018-9926-6,,,ie,ie,V2.0.24
NM0110,Maina,2020,Journal of Ecological Engineering,,10.12911/22998993/116348,,ERA 2023,,,,,ie,ie,V2.0.24
NM0112,Atakora,2019,Scientific African,,10.1016/j.sciaf.2019.e00141,,ERA 2023,,,,,ie,ie,V2.0.24
NM0113,Olakojo,2019,Acta Agriculturae Slovenica,,10.14720/aas.2019.114.1.6,,ERA 2023,,,,,ie,ie,V2.0.24
NM0114,Baraki,2020,Heliyon,,10.1016/j.heliyon.2020.e05295,,ERA 2023,,,,,ie,ie,V2.0.24
NM0115,Katuuramu,2020,Scientific Reports,,10.1038/s41598-020-60087-2,,ERA 2023,,,,,ie,ie,V2.0.24
NM0116,Tippe,2020,Field Crops Research,,10.1016/j.fcr.2020.107845,,ERA 2023,,,,,ie,ie,V2.0.24
NM0117,Asitoakor,2022,Agricultural Systems,,10.1016/j.agsy.2022.103476,,ERA 2023,,,,,ie,ie,V2.0.24
NM0119,El-Bially,2022,Journal of Crop Health,,10.1007/s10343-022-00635-0,,ERA 2023,,,,,ie,ie,V2.0.24
NM0120,Mahmoud,2011,Acta Horticulturae,,10.17660/ActaHortic.2018.1216.4,,ERA 2023,,,,,ie,ie,V2.0.24
NM0122,Hellal,2019,Aims Agriculture and Food,,10.3934/agrfood.2019.3.518,,ERA 2023,,,,,ie,ie,V2.0.24
NM0123,Bado,2022,Agriculture Ecosystems & Environment,,10.1016/j.agee.2022.107992,,ERA 2023,,,,,ie,ie,V2.0.24
NM0124,Silungwe,2019,Agronomy,,10.3390/agronomy9070400,,ERA 2023,,,,,ie,ie,V2.0.24
NM0125,Elshamly,2023,Journal of Crop Health,,10.1007/s10343-023-00836-1,,ERA 2023,,,,,ie,ie,V2.0.24
NM0126,Wilson,2021,Frontiers in Agronomy,,10.3389/fagro.2021.653044,,ERA 2023,,,,,ie,ie,V2.0.24
NM0127,Liben,2018,Field Crops Research,,10.1016/j.fcr.2018.09.001,,ERA 2023,,,,,ie,ie,V2.0.24
NM0130,Kwesiga,2020,Agronomy,,10.3390/agronomy10081135,,ERA 2023,,,,,ie,ie,V2.0.24
NM0132,Senousy,2019,International Journal of Research in Pharmaceutical Sciences,,10.26452/ijrps.v10i3.1359,,ERA 2023,,,,,ie,ie,V2.0.24
NM0138,Golla,2020,Cogent Food & Agriculture,,10.1080/23311932.2020.1771114,,ERA 2023,,,,,ie,ie,V2.0.24
NN0003,Shahandeh,2004,Biology and Fertility of Soils,,10.1007/s00374-003-0718-y,,ERA 2023,,,,,ie,ie,V2.0.24
NN0007,Chriyaa,1997,Animal Feed Science and Technology,No,10.1016/s0377-8401(96)01132-7,,Livestock Update 2022,,,,,sc,sc,
NN0022,Ayantunde,2007,Tropical Animal Health and Production,No,DOI 10.1007/s11250-007-9009-1,,Livestock Update 2022,,,,,sc,sc,
NN0023,Baiduforson,1992,Fertilizer Research,,10.1007/bf01050874,,ERA 2023,,,,,ie,ie,V2.0.24
NN0026,Bationo,2000,Joiurnal of Agricultural Science,,10.1017/s0021859699007650,,ERA 2023,,,,,ie,ie,V2.0.24
NN0034,Djibrillou,1998,Livestock Production Science,No,10.1016/s0301-6226(98)00130-4,,Livestock Update 2022,,,,,sc,sc,
NN0040,Geiger,1992,Soil Science Society of America Journal,,10.2136/sssaj1992.03615995005600010027x,,ERA 2023,,,,,ie,ie,V2.0.24
NN0041,Gerard,2001,Plant and Soil,,10.1023/a:;1004876032203,,ERA 2023,,,,,ie,ie,V2.0.24
NN0049,Michels,2006,Experimental Agriculture,,10.1017/s0014479705002899,,ERA 2023,,,,,ie,ie,V2.0.24
NN0061,Sangare,2003,Tropical Animal Health and Production,No,10.1023/a:;1025875714804,,Livestock Update 2022,,,,,sc,sc,
NN0067,Yamoah,2002,Field Crops Research,,10.1016/S0378-4290(02)00008-4,,ERA 2023,,,,,ie,ie,V2.0.24
NN0070,Nakamura,2011,Nutrient Cycling in Agroecosystems,,10.1007/s10705-010-9402-4,,ERA 2023,10.1017/S0014479700002106,,,,ie,ie,V2.0.24
NN0080,Salem,2005,Small Ruminant Research,No,10.1016/j.smallrumres.2005.05.010,,Livestock Update 2022,NN0080,Salem,2005,Small Ruminant Research,sc,sc,
NN0081,Salem,2008,Animal Feed Science and Technology,No,10.1016/j.anifeedsci.2007.09.019,,Livestock Update 2022,,,,,sc,sc,
NN0083,Abidi,2009,Small Ruminant Research,No,10.1016/j.smallrumres.2009.09.004,,Livestock Update 2022,,,,,sc,sc,
NN0085,Azaza,2006,Journal of Applied Ichthyology,No,10.1111/j.1439-0426.2007.01017.x,,Livestock Update 2022,,,,,sc,sc,
NN0090,Ghrab,2013,Biological Agriculture & Horticulture,,10.1080/01448765.2013.750077,,ERA 2023,,,,,ie,ie,V2.0.24
NN0092.2,Mahouachi,2011,Scientific World Journal,No,10.1100/2012/321567,,Livestock Update 2022,,,,,sc,sc,
NN0098,Saidi,2010,Aquaculture Research,No,10.1111/j.1365-2109.2010.02594.x,,Livestock Update 2022,,,,,sc,sc,
