"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"GNDK2A2H","journalArticle","2024","Fayyaz, F. A.; Anwar, A.; Yousaf, G.","On-Farm Crop Productivity and Economic Assessment of Mungbean-Sorghum Intercropping System Under Integrated Nutrient Management","Journal of Agricultural Sciences – Sri Lanka","","2386-1363, 1391-9318","10.4038/jas.v19i2.9988","https://account.jas.sljol.info/index.php/sljo-j-jassl/article/view/9988","Purpose: The small-holding farmers tend to follow traditional farming systems over sustainable systems of productivity. A strategy was devised to introduce an agricultural system that ensures sustainable yield production and restores diversity in the agroecosystem. The research trial was performed to evaluate the net productivity and economic viability of the sorghum and mungbean intercropping system using an integrated nutrient management strategy.Research Method: The study comprised both split and combined doses of nationally recommended organic and mineral sources of fertilizers using mungbean and sorghum as sole and intercrops in the following sequence of treatments; T0 = unfertilized, T1 = 100% compost, T2 = 100% farmyard manure, T3 = 50% N & 50% P2O5, T4 = 50% compost + 25% N & 25% P2O5, T5 = 50% farmyard manure + 25% N & 25% P2O5.Findings: The results revealed that the sole cropping system was dominant over intercrop with a maximum grain or seed yield of 2229.1 kg ha-1, a biological yield of 7230.3 kg ha-1, and a harvest index of 30.34% of mungbean was obtained in sole standing of the crop. Similarly, the sole culture of sorghum gave a maximum grain or seed yield of 2779.8 kg ha-1, a biological or biomass yield of 10473 kg ha-1, and a harvest index of 25.63% compared to the mixed culture of sorghum and mungbean. The treatments with integrated nutrient supply gave significant results (P≤0.05) of all yield parameters in mungbean and sorghum compared to those where these fertilizers were applied in split doses. The economic analysis showed that mungbean-sorghum intercrop gave maximum net income benefits of PKR 225628 ha-1 and PKR 218635 ha-1 and the highest benefit-cost ratio of 1.91 and 1.90 in NP + compost and NP + farmyard manure, respectively.Research Limitations: A particular cereal might not be compatible with a legume, so further studies at the farmer field level in different locations are needed to ensure the compatibility of the crops and the suitability of the cropping system.Originality/Value: The short-duration growth pattern of cereal and legume grown in proximity affirms maximum yield and income benefits per unit area of land and thereby has great significance for farming communities to get more returns with limited available resources.","2024-05-01","2026-04-29 10:48:05","2026-04-29 10:48:05","2026-04-29 10:48:05","233-249","","2","19","","J Agric Sciences","","","","","","","","","https://creativecommons.org/licenses/by-nc-sa/4.0","","","","DOI.org (Crossref)","","","","C:\Users\andreasanchez\Zotero\storage\GJVHZ5CU\Fayyaz et al. - 2024 - On-Farm Crop Productivity and Economic Assessment of Mungbean-Sorghum Intercropping System Under Int.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANXVPEBN","journalArticle","2025","Khongruang, Puntharika; Rison, Kasidit; Disyatat, Nipada Ruankaew; Chaisuekul, Chatchawan","Flowering zinnia as companion plant increases predatory arthropod abundance and improves yard-long bean yield","BioControl","","1386-6141, 1573-8248","10.1007/s10526-024-10275-0","https://link.springer.com/10.1007/s10526-024-10275-0","","2025-02","2026-04-29 10:48:10","2026-04-29 10:48:10","2026-04-29 10:48:10","19-31","","1","70","","BioControl","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TH4R68V3","journalArticle","2024","Silue, Brahima K.; Koné, Armand W.; Kotaix, Alain J.A.; Coulibaly, Klotioloma; Aïdara, Sékou; Chapuis-Lardy, Lydie; Masse, Dominique","Effects of shade tree legumes on cacao biomass and bean yields after 20 years of intercropping in Ivory Coast","Experimental Agriculture","","0014-4797, 1469-4441","10.1017/S0014479724000097","https://www.cambridge.org/core/product/identifier/S0014479724000097/type/journal_article","Summary                            The choice of tree species planted with cacao trees is essential for ensuring the efficiency and sustainability of cacao farming systems. This raises the question of the long-term impact of associated tree legumes (ATLs) on cacao bean yields and biomass accumulation. This study was carried out in accordance with four-block randomised experimental design in Divo (Ivory Coast, West Africa). The study involved cacao-               Albizia lebbeck               (Cacao-Alb) and cacao-               Acacia mangium               (Cacao-Aca) intercrops and unshaded cacao plots (Control). After 20 years of intercropping, we assessed cacao dendrometry (height, circumference, biomass, and biomass C-stock) and production (number of pods per tree and bean yield at the plot level) as well as soil fertility (soil organic matter (SOM) concentration) at various distances from ATLs (D1:0–1.75 m; D2:3.25–5 m; D3:7–9 m). The distance from the ATLs had no significant effect on the measured cacao dendrometric parameters, except for cacao height. In contrast, the Cacao-Aca association had a negative impact on the SOM concentration (−22%), cacao tree height (−6.15%), and productivity parameters (biomass: −12.4%; bean yield: −43%). However, Cacao-Alb and the Control had no significant differences in terms of SOM, tree biomass, or bean production. Intercropping cacao with the tested tree legumes did not enhance cacao productivity and, in some cases, hindered it, depending on the ATL species. This study highlighted the importance of identifying appropriate shade tree legume species that could be promoted in cacao-based agroforestry systems.","2024","2026-04-29 10:48:09","2026-04-29 10:48:09","2026-04-29 10:48:09","e16","","","60","","Ex. Agric.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andreasanchez\Zotero\storage\BSJ76P2H\Silue et al. - 2024 - Effects of shade tree legumes on cacao biomass and bean yields after 20 years of intercropping in Iv.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"968DG24C","journalArticle","2024","Begam, Ankita; Pramanick, Mahadev; Dutta, Susanta; Paramanik, Bappa; Dutta, Gopal; Patra, Partha Sarathi; Kundu, Arindam; Biswas, Asim","Inter-cropping patterns and nutrient management effects on maize growth, yield and quality","Field Crops Research","","03784290","10.1016/j.fcr.2024.109363","https://linkinghub.elsevier.com/retrieve/pii/S0378429024001163","","2024-04","2026-04-29 10:48:30","2026-04-29 10:48:30","2026-04-29 10:48:30","109363","","","310","","Field Crops Research","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UXMUJHQK","journalArticle","2024","Amiriyan Chelan, Zahra; Amini, Rouhollah; Dabbagh Mohammadi Nasab, Adel","Optimizing fenugreek (Trigonella foenum-graecum L.) oil yield and compositions in intercropping through growth-promoting bacteria and mycorrhiza","Frontiers in Agronomy","","2673-3218","10.3389/fagro.2024.1422236","https://www.frontiersin.org/articles/10.3389/fagro.2024.1422236/full","Introduction               Biofertilizers and intercropping are two main components in sustainable production systems.                                         Materials and methods                                A two-year (2020–2021) study was conducted in East Azarbaijan, Iran, to evaluate the effects of arbuscular mycorrhizal fungi (AMF), growth-promoting bacteria (GPB) and chemical fertilizer (CF) on fenugreek (                 Trigonella foenum-graecum                 L.) (F) oil yield and compositions in intercropping with Moldavian balm (                 Dracocephalam mobdavica                 L.) (MB). The cropping patterns included MB sole cropping, fenugreek sole cropping (F) and replacement intercropping ratios consisted of Moldavian balm : fenugreek (MB:F (1:1)), MB:F (2:2) and MB:F (4:2) and additive intercropping of MB:F (100:50).                                                        Results               For both years, among the intercropping patters, the highest seed and oil yields were obtained in MB:F (100:50) intercropping pattern treated with CF and AMF+GPB. In all cropping patterns except MB:F (4:2), the highest anthocyanin, total flavonoid, and mucilage contents were observed in plants received AMF+GPB. At all treatments, the linoleic, oleic, and linolenic acid were the main components of fenugreek oil. In MB:F (1:1), (2:2), (4:2), and (100:50) intercropping patterns, the linoleic acid content in AMF+GPB treatment, increased by 9.45%, 6.63%, 15.20%, and 7.82%, respectively, compared with sole fenugreek. The highest total land equivalent ratio (LERT) values were obtained in 2021 and MB:F (100:50) intercropping pattern treated with CF (1.70) and AMF+GPB (1.63).                                         Conclusions               In general, it could be concluded that MB:F (100:50) intercropping pattern treated with AMF+GPB improved the oil yield and unsaturated fatty acid contents of fenugreek compared with sole cropping and could be recommended in sustainable production systems.","2024-06-18","2026-04-29 10:48:27","2026-04-29 10:48:27","2026-04-29 10:48:27","1422236","","","6","","Front. Agron.","","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\andreasanchez\Zotero\storage\N8KNE2QV\Amiriyan Chelan et al. - 2024 - Optimizing fenugreek (Trigonella foenum-graecum L.) oil yield and compositions in intercropping thro.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TJFFVRD6","journalArticle","2024","Veeramani, P.; Ravichandran, V.; Saravanan, P.A.; Manickam, S.; Venkatachalam, S.R.; Arutchenthil, P.; Velmurugan, M.","EFFECT OF DIFFERENT TILLAGE PRACTISES ON CASTOR (RICINUS COMMUNIS L.) CULTIVATION IN LEGUME-BASED INTERCROPPING SYSTEM","Applied Ecology and Environmental Research","","15891623, 17850037","10.15666/aeer/2202_11391148","https://aloki.hu/pdf/2202_11391148.pdf","","2024","2026-04-29 10:48:25","2026-04-29 10:48:25","2026-04-29 10:48:25","1139-1148","","2","22","","Appl. Ecol. Env. Res.","","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\andreasanchez\Zotero\storage\V28Y23QD\Veeramani et al. - 2024 - EFFECT OF DIFFERENT TILLAGE PRACTISES ON CASTOR (RICINUS COMMUNIS L.) CULTIVATION IN LEGUME-BASED IN.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5RUH5U6C","journalArticle","2024","Santin, Marco; Parichanon, Prangthip; Sciampagna, Maria Calogera; Ranieri, Annamaria; Castagna, Antonella","Enhancing Tomato Productivity and Quality in Moderately Saline Soils through Salicornia-Assisted Cultivation Methods: A Comparative Study","Horticulturae","","2311-7524","10.3390/horticulturae10060655","https://www.mdpi.com/2311-7524/10/6/655","The presence of high salt in soils is a substantial abiotic constraint for agricultural activities worldwide, particularly in Mediterranean regions. Researchers have discovered a simple and efficient way to repair soils that have suffered from excessive salt use. They use plants that can overcome salt, like halophytes, to improve the soil quality. This research aimed to evaluate the tomato productivity and quality cultivated using different methods. We look at three different ways to grow tomatoes with the halophyte Salicornia europaea L. in a moderately salty soil: monoculture (only tomatoes), intercropping (mixed cultivation), and sequential cropping (growing tomatoes where halophytes were grown before). We considered how the different ways of managing crops affected tomato yield, biochemical factors in tomato plants (like phenolic and flavonoid contents), antioxidant levels, carotene profiles, and fruit quality and production. Sequential cropping showed the highest tomato productivity, while intercropping exhibited high concentrations of total phenolics, total flavonoids, carotenoids, and antioxidant capacity. The tomatoes had a sweet taste due to the higher total soluble solid content (TSSC) and maintained their quality due to the higher titratable acidity (TA).","2024-06-20","2026-04-29 10:48:24","2026-04-29 10:48:24","2026-04-29 10:48:24","655","","6","10","","Horticulturae","Enhancing Tomato Productivity and Quality in Moderately Saline Soils through Salicornia-Assisted Cultivation Methods","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andreasanchez\Zotero\storage\ZUJ64EH7\Santin et al. - 2024 - Enhancing Tomato Productivity and Quality in Moderately Saline Soils through Salicornia-Assisted Cul.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NX4FJFTK","journalArticle","2024","Jinger, Dinesh; Kakade, Vijaysinha; Bhatnagar, P.R.; Paramesh, Venkatesh; Dinesh, D.; Singh, Gaurav; N, Nandha Kumar; Kaushal, Rajesh; Singhal, Vibha; Rathore, A.C.; Tomar, J.M.S.; Singh, Charan; Yadav, Lalu Prasad; Jat, Ram A.; Kaledhonkar, M.J.; Madhu, M.","Enhancing productivity and sustainability of ravine lands through horti-silviculture and soil moisture conservation: A pathway to land degradation neutrality","Journal of Environmental Management","","03014797","10.1016/j.jenvman.2024.121425","https://linkinghub.elsevier.com/retrieve/pii/S0301479724014117","","2024-07","2026-04-29 10:48:46","2026-04-29 10:48:46","2026-04-29 10:48:46","121425","","","364","","Journal of Environmental Management","Enhancing productivity and sustainability of ravine lands through horti-silviculture and soil moisture conservation","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CTU89ZSY","journalArticle","2024","Sánchez-Navarro, Virginia; Marcos-Pérez, Mariano; Contreras, Josefina; Zornoza, Raúl","Biological nitrogen fixation and intra- and interspecific competition in two vegetable/legume intercropping systems and their relationship to crop yield","Scientia Horticulturae","","03044238","10.1016/j.scienta.2024.113502","https://linkinghub.elsevier.com/retrieve/pii/S0304423824006599","","2024-11","2026-04-29 10:48:42","2026-04-29 10:48:42","2026-04-29 10:48:42","113502","","","337","","Scientia Horticulturae","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andreasanchez\Zotero\storage\5FW2IQZS\Sánchez-Navarro et al. - 2024 - Biological nitrogen fixation and intra- and interspecific competition in two vegetablelegume interc.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9Z9W76XG","journalArticle","2024","Bhagat, Rakshit; Walia, Sohan Singh; Dheri, Gurmeet Singh; Singh, Gurshaminder; Sharma, Kartik","Pear (Pyrus communis)-based agroecosystem improves soil nutrient dynamics, microbial biomass, enzymatic activity, farm productivity and profitability","Scientia Horticulturae","","03044238","10.1016/j.scienta.2024.113398","https://linkinghub.elsevier.com/retrieve/pii/S0304423824005557","","2024-10","2026-04-29 10:49:00","2026-04-29 10:49:00","2026-04-29 10:49:00","113398","","","336","","Scientia Horticulturae","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LQ95ZCAG","journalArticle","2024","Rahman, Md Mahbubur; Rahman, Md Alimur; Ali, Md Akkas; Gaber, Ahmed; Skalicky, Milan; Hossain, Akbar","The prospects of intercropping of brinjal (Solanum melongena L.) with other vegetables on sorjan system in vulnerable southern coastal saline and non-saline areas of Bangladesh","Journal of Agriculture and Food Research","","26661543","10.1016/j.jafr.2024.101192","https://linkinghub.elsevier.com/retrieve/pii/S2666154324002291","","2024-06","2026-04-29 10:49:20","2026-04-29 10:49:20","2026-04-29 10:49:20","101192","","","16","","Journal of Agriculture and Food Research","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7P3TPK6Y","journalArticle","2024","Souza Dos Santos, Nadia; Arcanjo Alves, José M.; Pereira Uchoa, Sandra C.; Alves Albuquerque, José A.; Oliveira Da Silva, Deyse C.; Molina Alvarez, Richard A.","Calidad de fruta de la piña y evaluación del consorcio del piñal, yuca y caupí","Bioagro","","2521-9693, 1316-3361","10.51372/bioagro362.4","https://revistas.uclave.org/index.php/bioagro/article/view/4791","El objetivo de este estudio fue evaluar la calidad de la fruta de piña en consorcio con frijol caupí y yuca. El experimento se llevó a cabo en el estado de Roraima, Brasil, con el cultivo de piña (cv. Pérola), individual y en consorcio con frijol caupí y yuca, en diferentes espaciamientos para la yuca (0,40; 0,60; 0,80; 1,00; 1,20 m) con 14 tratamientos. El diseño experimental utilizado fue el de bloques completamente al azar con tres repeticiones. Los cultivos se plantaron simultáneamente. La piña, como cultivo principal, se cosechó a los 17 meses y se evaluaron las siguientes características: diámetro promedio del fruto, longitud del fruto sin corona, longitud de la corona, contenido de sólidos solubles, firmeza del fruto sin cáscara y peso promedio del fruto comercial. Para los otros cultivos, se evaluó el rendimiento (productividad) para determinar la eficiencia de uso de la tierra. El contenido de sólidos solubles en los frutos no se vio afectado por el consorcio, y mostró un promedio de 13,35° Brix. Sin embargo, las características físicas se vieron negativamente afectadas en las densidades más altas de yuca, que ocasionaron frutos con menor diámetro y longitud, lo que se reflejó directamente en su productividad. La productividad del frijol caupí no disminuyó por el consorcio, al igual que la productividad de la yuca, que solo se vio reducida por la menor densidad de plantas.","2024-05-01","2026-04-29 10:49:18","2026-04-29 10:49:18","2026-04-29 10:49:18","163-174","","2","36","","Bioagro","","","","","","","","","https://creativecommons.org/licenses/by-nc-sa/4.0","","","","DOI.org (Crossref)","","","","C:\Users\andreasanchez\Zotero\storage\6PPN2V6L\Souza Dos Santos et al. - 2024 - Calidad de fruta de la piña y evaluación del consorcio del piñal, yuca y caupí.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9UWBL3T7","journalArticle","2024","Qiang, Xiaolin; Sun, Zhaojun; Li, Xingqiang; Li, Siqi; Yu, Zhao; He, Jun; Li, Qian; Han, Lei; He, Ling","The Impacts of Planting Patterns Combined with Irrigation Management Practices on Watermelon Growth, Photosynthesis, and Yield","Plants","","2223-7747","10.3390/plants13101402","https://www.mdpi.com/2223-7747/13/10/1402","(1) Background: Crop yields in China’s arid and semi-arid regions are limited by water shortages. Exploring the interactions and resource utilization among agroforestry species is key to maintaining diversified agricultural production. (2) Objective: An apple–watermelon agroforestry system and watermelon sole-cropping system were compared to quantify how resource availability (light, water) and watermelon performance (leaf photosynthetic rate, growth, and yield) change with irrigation strategies. (3) Methods: A three-year apple and watermelon field experiment was conducted in a young apple orchard in the arid area of central Ningxia to test the effect of light competition and irrigation systems on light environment, leaf photosynthetic rate, plant growth, and yield in watermelon. The experiment encompassed two planting patterns: (i) apple–watermelon agroforestry (AF) and watermelon sole-cropping (SC) and (ii) three irrigation quotas (W1: 105 mm, W2: 210 mm, and W3: 315 mm). (4) Results: The results show that the agroforestry planting pattern extended the growth period of watermelon and increased the leaf area index. Mean daily shade intensity increased by 16.02% from 2020 to 2022. The land equivalent ratio (LER) was >1 in 2021 and 2022. The SWC, leaf photosynthetic rate, LAI, and yield of watermelon in an agroforestry planting pattern were lower than when in a sole-cropping planting pattern. However, under the W1 irrigation strategy, the total soluble solids of the agroforestry planting pattern were 2.27% higher than those of the sole-cropping pattern, and the yield of the agroforestry planting pattern was 2.59% higher than that of the sole-cropping pattern. Under the W3 irrigation strategy, the average watermelon weight in the agroforestry planting pattern was 2.85% higher than that of the sole-cropping pattern. A path analysis showed that the agroforestry planting pattern can increase the yield by increasing soil water content, which is different from the sole-cropping pattern. (5) Conclusions: The results confirm that the apple–watermelon agroforestry planting pattern reduced watermelon yields. However, the LER of the agroforestry system was greater than 1.0. It is reasonable to plant watermelons in young apple forests.","2024-05-17","2026-04-29 10:49:16","2026-04-29 10:49:16","2026-04-29 10:49:16","1402","","10","13","","Plants","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andreasanchez\Zotero\storage\N7E3SZV4\Qiang et al. - 2024 - The Impacts of Planting Patterns Combined with Irrigation Management Practices on Watermelon Growth,.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D89XZHZU","journalArticle","2024","Phiri, Augustine; Njira, Keston; Dixon, Alan","Comparative effects of legume‐based intercropping systems involving pigeon pea and cowpea under deep‐bed and conventional tillage systems in Malawi","Agrosystems, Geosciences & Environment","","2639-6696, 2639-6696","10.1002/agg2.20503","https://acsess.onlinelibrary.wiley.com/doi/10.1002/agg2.20503","Abstract                            Leguminous‐based intercropping, combined with conservation agriculture, is a promising approach to improve soil fertility, crop yields, and sustainable land use for smallholder farmers in sub‐Saharan Africa, including Malawi. This study aimed to assess the effects of incorporating legume‐based intercropping systems involving pigeon pea (               Cajanus cajan               ) and cowpea (               Vigna unguiculata               ) into the deep bed farming (DBF) system promoted by Tiyeni in northern Malawi. The study used a split plot design with cropping systems (CS) as the main plots and tillage systems (TS) as the sub‐plots. All treatments were replicated three times. The study encompassed two cropping seasons, where CS included legume‐based treatments, sole cropped maize (               Zea mays               ) without fertilizer (MZ) and sole cropped maize with 92 kg top dressing N fertilizer per hectare (MZ + 92), while TS included DBF and conventional tillage (CT). The study found that all plots with leguminous crops on both DBF and CT showed higher levels of ammonium (NH               4               +               ), nitrate (NO               3               −               ) and phosphorus (P) in the soil, but DBF had significantly higher levels over 2 years. Intercropping systems showed higher land productivity (land equivalent ratio > 1) than sole cropping in both years, indicating that legume‐based cropping can improve land use efficiency and yields. It can be noted from this study that intercropping systems based on cereals and legumes, implemented in DBF, has the potential to sustain agricultural intensification in sub‐Saharan African countries where access to chemical fertilizers is limited among smallholder farmers.                        ,              Core Ideas                                                                Tiyeni's deep bed farming (DBF) in Malawi reports significant increases in maize crop yields.                                                     Impacts of leguminous intercropping (pigeon pea and cowpea) in DBF and conventional tillage (CT) plots are compared.                                                     Intercropping increases soil fertility in DBF and CT, but levels are significantly higher in DBF after 2 years.                                                     Intercropping within DBF can enhance food security and support sustainable agriculture.","2024-06","2026-04-29 10:49:14","2026-04-29 10:49:14","2026-04-29 10:49:14","e20503","","2","7","","Agrosystems Geosci &amp; Env","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\andreasanchez\Zotero\storage\BBTFGM9Y\Phiri et al. - 2024 - Comparative effects of legume‐based intercropping systems involving pigeon pea and cowpea under deep.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q6VQV62D","journalArticle","2023","Paslawar, Adinath N.; Mhashakhetri, Shital; Shingrup, P.V.; Chirde, P.N.; Darekar, Nilima K.","Productivity Dyanamics of Blackgram with Intercropping of Minor Millets on BBF under Organic Cultivation","LEGUME RESEARCH - AN INTERNATIONAL JOURNAL","","0976-0571, 0250-5371","10.18805/LR-5031","https://arccjournals.com/journal/legume-research-an-international-journal/LR-5031","Background: Intercropping is an important aspect than sole cropping to address the issues of rainfed agriculture as well as organic agriculture under changing climate scenarios and it also helps in the maximization of productivity and profitability by efficient utilization of natural resources like light, land and water. Moreover, intercropping improves soil fertility through atmospheric nitrogen fixation with the inclusion of legumes and helps in soil conservation through the greater ground cover. Health benefits of minor millets are important in human diet and inclusion of minor millets in intercropping system with pulses are important component of organic agriculture. Methods: The field experiment entitled “productivity dyanamics of blackgram with intercropping of minor millets on bbf under organic cultivation’’ was conducted during Kharif season of 2019-22 at certified organic research farm of Centre of Organic Agriculture Research and Training (COART), Department of Agronomy, Dr. Panjabrao Deshmukh Krishi Vidyapeeth, Akola (Maharashtra). Result: In case of blackgram, the crop growth parameters and yield attributes of blackgram were found to be improved with sole cropping of blackgram than intercropping system with minor millets. However, in case of minor millets, crop growth parameters and yield attributes of minor millets were found to be higher intercropping system with blackgram.","2023-06-01","2026-04-29 10:49:12","2026-04-29 10:49:12","2026-04-29 10:49:12","","","Of","","","LR","","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\andreasanchez\Zotero\storage\Q6IGS9YZ\Paslawar et al. - 2023 - Productivity Dyanamics of Blackgram with Intercropping of Minor Millets on BBF under Organic Cultiva.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
