DOI for Zotero,DOI for Zotero-formula,id,authorships.author.display_name,authorships.author.orcid,best_oa_location.license,display_name,doi,is_retracted,language,open_access.is_oa,publication_date,type
10.31220/agrirxiv.2021.00103,10.31220/agrirxiv.2021.00103,https://openalex.org/W4200074077,Kristal Jones|Andreea Nowak|Erika Berglund|Willow Grinnell|Emmanuel Temu|Birthe K. Paul|Leah L.R. Renwick|Peter Steward|Todd S. Rosenstock|Anthony A. Kimaro,https://orcid.org/0000-0001-9737-9042|https://orcid.org/0000-0002-8049-5757|https://orcid.org/0000-0003-4897-6232|||https://orcid.org/0000-0002-5994-5354|https://orcid.org/0000-0002-8669-5661|https://orcid.org/0000-0003-3985-4911|https://orcid.org/0000-0002-1958-9500|https://orcid.org/0000-0003-1197-7530,cc-by,Integrating evidence of potential impacts of climate-smart agriculture in Tanzania.,https://doi.org/10.31220/agrirxiv.2021.00103,FALSE,en,TRUE,24/11/2021,article
10.5281/zenodo.18165236,10.5281/zenodo.18165236,https://openalex.org/W7118253361,"Taylor H. Ricketts|Herrero, Mario|Pete Smith|Virginia Alonso Roldán|Edmundo Barrios|Dasgupta Purnamita|Fabrice DeClerck|Ritesh Kumar|R. A. McFarlane|Craig Paukert|Pramod K. Singh|Sandra Lavorel|Mariam Wallet Aboubakrine|Sebastian Aguiar|Kofi Akamani|Zsófia Benedek|Donovan Campbell|Ricardo Castro-Díaz|Rebecca Chaplin‐Kramer|Francesco Cherubini|Carlos Das Neves|Pablo De La Cruz|J. Díaz-José|Helena Duchková|Sebastian Dunnett|Maria Joao Santos|Himangana Gupta|Dipak Gyawali|Collins Handa|Samantha L. L. Hill|Masakazu Hori|Akihiko Ito|Ganesh Raj Joshi|Hans Keune|Shabana Khan|Amanda M. Koltz|Amenan Agnès Kouamé|Thijs Kuiken|Soile Kulmala|Lalika Makarius|Kuang-Chung Lee|M. Llope|Kateřina Mácová|Felipe Melo|Fernando Adrian Milano|Clara María Minaverry|Serge Morand|Maysoun Mustafa|Nazifa Rafa|Kamal Kumar Rai|Rine Christopher Reuben|Francisco J. Rosado-May|Melita Samoilys|Leonard Sandin|Mulala Danny Simatele|Deepu Sivadas|Spierenburg, Marja|Maria Cristina Tirado|Ronald Twongyirwe|Mariana M. Vale|D. W. Williams|Xiyan Xu|Tiff L. van Huysen",https://orcid.org/0000-0001-9688-7977|https://orcid.org/0000-0002-7741-5090|https://orcid.org/0000-0002-3784-1124||||https://orcid.org/0000-0002-3631-8745||https://orcid.org/0000-0001-8859-3776||https://orcid.org/0000-0003-2212-0583||||https://orcid.org/0000-0003-1108-7159||||https://orcid.org/0000-0002-1539-5231|||||https://orcid.org/0000-0002-5022-8180|https://orcid.org/0000-0002-4238-2508||https://orcid.org/0000-0002-3802-5639||https://orcid.org/0000-0002-5562-7068|https://orcid.org/0000-0003-0565-6554|https://orcid.org/0000-0002-4677-9377||https://orcid.org/0000-0002-3555-2505|https://orcid.org/0000-0002-1531-944X||https://orcid.org/0000-0002-7341-4306|||||||https://orcid.org/0000-0003-4104-4184|||https://orcid.org/0000-0003-0153-7224|||https://orcid.org/0000-0003-0595-8253||https://orcid.org/0000-0001-8084-2387|https://orcid.org/0000-0003-0431-7120|||https://orcid.org/0000-0002-2161-1586|https://orcid.org/0000-0003-1804-360X|https://orcid.org/0000-0003-0128-1900||https://orcid.org/0000-0003-3379-7709||||,cc-by,IPBES Nexus Assessment: Chapter 5 – Options for delivering sustainable approaches,https://doi.org/10.5281/zenodo.18165236,FALSE,,TRUE,16/12/2024,report
10.5281/zenodo.13850345,10.5281/zenodo.13850345,https://openalex.org/W7118231531,"Taylor H. Ricketts|Herrero, Mario|Pete Smith|Tiff L. van Huysen|Virginia Alonso Roldán|Edmundo Barrios|Dasgupta Purnamita|Fabrice DeClerck|Ritesh Kumar|R. A. McFarlane|Craig Paukert|Pramod K. Singh",https://orcid.org/0000-0001-9688-7977|https://orcid.org/0000-0002-7741-5090|https://orcid.org/0000-0002-3784-1124|||||https://orcid.org/0000-0002-3631-8745||https://orcid.org/0000-0001-8859-3776||https://orcid.org/0000-0003-2212-0583,cc-by,IPBES Nexus Assessment: Chapter 5.6 – Options for delivering sustainable approaches – Synthesis,https://doi.org/10.5281/zenodo.13850345,FALSE,,TRUE,06/01/2026,report
10.5281/zenodo.13850346,10.5281/zenodo.13850346,https://openalex.org/W7119064600,"Taylor H. Ricketts|Herrero, Mario|Pete Smith|Tiff L. van Huysen|Virginia Alonso Roldán|Edmundo Barrios|Dasgupta Purnamita|Fabrice DeClerck|Ritesh Kumar|R. A. McFarlane|Craig Paukert|Pramod K. Singh",https://orcid.org/0000-0001-9688-7977|https://orcid.org/0000-0002-7741-5090|https://orcid.org/0000-0002-3784-1124|||||https://orcid.org/0000-0002-3631-8745||https://orcid.org/0000-0001-8859-3776||https://orcid.org/0000-0003-2212-0583,cc-by,IPBES Nexus Assessment: Chapter 5.6 – Options for delivering sustainable approaches – Synthesis,https://doi.org/10.5281/zenodo.13850346,FALSE,,TRUE,06/01/2026,report
10.7910/dvn/1bg7vl,10.7910/dvn/1bg7vl,https://openalex.org/W4398722255,Sarah K. Jones,https://orcid.org/0000-0002-9422-5563,public-domain,Irrigation presence-absence at Volta basin dams,https://doi.org/10.7910/dvn/1bg7vl,FALSE,en,TRUE,19/07/2019,dataset
10.5194/wbf2026-156,10.5194/wbf2026-156,https://openalex.org/W7134945494,Larissa Nowak|Thomas Kastner|David Leclère|Thomas Schinko|Christopher Wong|Elliott Woodhouse|Zuelclady Araujo Guiterrez|Daniel Braun|Nicklas Forsell|Mark A. J. Huijbregts|Sarah K. Jones|Marcel Kok|Koen Kuipers|Juliette Landry|Alexandra Marques|David Obura|Francesca Verones,https://orcid.org/0000-0002-1910-8041||https://orcid.org/0000-0002-8658-1509|https://orcid.org/0000-0003-1156-7574||||https://orcid.org/0000-0002-1782-7608|https://orcid.org/0000-0002-4984-3231||https://orcid.org/0000-0002-9422-5563|https://orcid.org/0000-0003-1332-8040|https://orcid.org/0000-0003-0854-1832||https://orcid.org/0000-0001-6669-1201|https://orcid.org/0000-0003-2256-6649|https://orcid.org/0000-0002-2908-328X,cc-by,"Knowledge for ambitious, integrated, value-explicit and just collective actions towards the Kunming-Montreal Global Biodiversity Framework",https://doi.org/10.5194/wbf2026-156,FALSE,,TRUE,10/03/2026,article
10.1007/s11367-013-0578-0,10.1007/s11367-013-0578-0,https://openalex.org/W2070663932,Danielle Maia de Souza|Dan F. B. Flynn|Fabrice DeClerck|Ralph K. Rosenbaum|Henrique de Melo Lisboa|Thomas Koellner,|https://orcid.org/0000-0002-2978-5257|https://orcid.org/0000-0002-3631-8745|https://orcid.org/0000-0002-7620-1568|https://orcid.org/0000-0003-3393-1218|https://orcid.org/0000-0001-5022-027X,,Land use impacts on biodiversity in LCA: proposal of characterization factors based on functional diversity,https://doi.org/10.1007/s11367-013-0578-0,FALSE,en,FALSE,26/04/2013,article
10.1016/j.agee.2022.107933,10.1016/j.agee.2022.107933,https://openalex.org/W4220687516,Andrea C. Sánchez|Sarah K. Jones|Andy Purvis|Natalia Estrada-Carmona|Adriana De Palma,https://orcid.org/0000-0003-4549-6970|https://orcid.org/0000-0002-9422-5563|https://orcid.org/0000-0002-8609-6204|https://orcid.org/0000-0003-4329-5470|https://orcid.org/0000-0002-5345-4917,cc-by,Landscape complexity and functional groups moderate the effect of diversified farming on biodiversity: A global meta-analysis,https://doi.org/10.1016/j.agee.2022.107933,FALSE,en,TRUE,05/03/2022,article
10.1016/j.oneear.2024.12.006,10.1016/j.oneear.2024.12.006,https://openalex.org/W4406071118,Wei Yao|Yadong Yang|Damien Beillouin|Jie Zhao|Jørgen E. Olesen|Jie Zhou|Pete Smith|Zhaohai Zeng|Hans Lambers|Matthias C. Rillig|Thomas Cherico Wanger|Huadong Zang,https://orcid.org/0000-0002-2895-264X|https://orcid.org/0000-0002-8970-7277|https://orcid.org/0000-0003-2014-3482||https://orcid.org/0000-0002-6639-1273|https://orcid.org/0000-0002-5896-4529|https://orcid.org/0000-0002-3784-1124|https://orcid.org/0000-0002-5262-9367|https://orcid.org/0000-0002-4118-2272|https://orcid.org/0000-0003-3541-7853|https://orcid.org/0000-0002-0435-1153|https://orcid.org/0000-0002-2008-143X,cc-by-nc,Legume-rice rotations increase rice yields and carbon sequestration potential globally,https://doi.org/10.1016/j.oneear.2024.12.006,FALSE,en,TRUE,05/01/2025,article
10.1007/s10113-023-02038-x,10.1007/s10113-023-02038-x,https://openalex.org/W4322626841,Dolapo Enahoro|Marta Kozicka|Catherine Pfeifer|Sarah K. Jones|Nhuong Van Tran|Chin Yee Chan|Timothy B. Sulser|Elisabetta Gotor|Karl M. Rich,https://orcid.org/0000-0002-4927-5617|https://orcid.org/0000-0002-2323-3689|https://orcid.org/0000-0001-9738-8758|https://orcid.org/0000-0002-9422-5563|https://orcid.org/0000-0002-1813-4571|https://orcid.org/0000-0001-8615-2678|https://orcid.org/0000-0001-7128-5283|https://orcid.org/0000-0003-0533-3077|https://orcid.org/0000-0002-5581-9553,cc-by,Linking ecosystem services provisioning with demand for animal-sourced food: an integrated modeling study for Tanzania,https://doi.org/10.1007/s10113-023-02038-x,FALSE,en,TRUE,28/02/2023,article
10.1007/978-3-031-15703-5_20,10.1007/978-3-031-15703-5_20,https://openalex.org/W4313380948,Mario Herrero|Daniel Mason-D’Croz|Philip K. Thornton|Jessica Fanzo|Jonathan Rushton|Cécile Godde|Alexandra L. Bellows|Adrian de Groot|Jeda Palmer|Jinfeng Chang|H.H.E. van Zanten|Barbara Wieland|Fabrice DeClerck|Stella Nordhagen|Ty Beal|Carlos González|M. Gill,https://orcid.org/0000-0002-7741-5090|https://orcid.org/0000-0003-0673-2301|https://orcid.org/0000-0002-1854-0182|https://orcid.org/0000-0002-6760-1359|https://orcid.org/0000-0001-5450-4202|https://orcid.org/0000-0002-7165-3012|https://orcid.org/0000-0001-7772-7548||https://orcid.org/0000-0003-3639-1712|https://orcid.org/0000-0003-4463-7778|https://orcid.org/0000-0002-5262-5518|https://orcid.org/0000-0003-4020-9186|https://orcid.org/0000-0002-3631-8745|https://orcid.org/0000-0002-3801-3769|https://orcid.org/0000-0002-0398-9825|https://orcid.org/0000-0001-8796-1282|,cc-by,"Livestock and Sustainable Food Systems: Status, Trends, and Priority Actions",https://doi.org/10.1007/978-3-031-15703-5_20,FALSE,en,TRUE,01/01/2023,book-chapter
10.48565/bonndoc-1,10.48565/bonndoc-1,https://openalex.org/W3188067865,Mario Herrero|Daniel Mason-D’Croz|Philip K. Thornton|Jessica Fanzo|Jonathan Rushton|Cécile Godde|Alexandra L. Bellows|Adrian de Groot|Jeda Palmer|Jinfeng Chang|H.H.E. van Zanten|Barbara Wieland|Fabrice DeClerck|Stella Nordhagen|M. Gill,https://orcid.org/0000-0002-7741-5090|https://orcid.org/0000-0003-0673-2301|https://orcid.org/0000-0002-1854-0182|https://orcid.org/0000-0002-6760-1359|https://orcid.org/0000-0001-5450-4202|https://orcid.org/0000-0002-7165-3012|https://orcid.org/0000-0001-7772-7548||https://orcid.org/0000-0003-3639-1712|https://orcid.org/0000-0003-4463-7778|https://orcid.org/0000-0002-5262-5518|https://orcid.org/0000-0003-4020-9186|https://orcid.org/0000-0002-3631-8745|https://orcid.org/0000-0002-3801-3769|,cc-by,"Livestock and sustainable food systems: status, trends, and priority actions",https://doi.org/10.48565/bonndoc-1,FALSE,en,TRUE,06/07/2021,article
10.17138/tgft(3)59-82,10.17138/tgft(3)59-82,https://openalex.org/W1805579677,"Idupulapati M. Rao|Michael Peters|A. Castro|Rainer Schultze‐Kraft|Devin White|Myles Fisher|John W. Miles|Carlos E. Lascano|Michael Blümmel|D. J. Bungenstab|Jeimar Tapasco|Glenn Hyman|Adrian Bolliger|Birthe K. Paul|Rein van der Hoek|Brigitte L. Maass|Tassilo T. Tiemann|Mario Cuchillo-Hilario|Sabine Douxchamps|Cristóbal Villanueva|Álvaro Rincón|Miguel Angel Ayarza|Todd Rosenstock|G. V. Subbarao|Jacobo Arango|Juan Andrés Cardoso|Margaret Worthington|Ngonidzashe Chirinda|An Notenbaert|Andreas Jenet|Axel Schmidt|Nicolás Vivas|R. D. B. Lefroy|K. Fahrney|Emily Gomes Guimarães|Joe Tohmé|Simón Cook|Mario Herrero|Mario Peña Chacón|Timothy D. Searchinger|Thomas K. Rudel|Centro Internacional de Agricultura Tropical (CIAT), Cali, Colombia. www.ciat.cgiar.org|Centro Internacional de Agricultura Tropical (CIAT), Cali, Colombia. www.ciat.cgiar.org|Centro Internacional de Agricultura Tropical (CIAT), Cali, Colombia. www.ciat.cgiar.org|Centro Internacional de Agricultura Tropical (CIAT), Cali, Colombia. www.ciat.cgiar.org|research4development&conservation, Burlington, VT, USA|Centro Internacional de Agricultura Tropical (CIAT), Cali, Colombia. www.ciat.cgiar.org|Centro Internacional de Agricultura Tropical (CIAT), Cali, Colombia. www.ciat.cgiar.org|Centro Internacional de Agricultura Tropical (CIAT), Cali, Colombia. www.ciat.cgiar.org|Empresa Brasileira de Pesquisa Agropecuaria, Embrapa Gado de Corte, Campo Grande, MS, Brazil. www.cnpgc.embrapa.br|Centro Internacional de Agricultura Tropical (CIAT), Cali, Colombia. www.ciat.cgiar.org|Centro Internacional de Agricultura Tropical (CIAT), Cali, Colombia. www.ciat.cgiar.org|Centro Internacional de Agricultura Tropical (CIAT), Cali, Colombia. www.ciat.cgiar.org|Centro Internacional de Agricultura Tropical (CIAT), Cali, Colombia. www.ciat.cgiar.org|Centro Internacional de Agricultura Tropical (CIAT), Cali, Colombia. www.ciat.cgiar.org|Centro Internacional de Agricultura Tropical (CIAT), Cali, Colombia. www.ciat.cgiar.org|Centro Internacional de Agricultura Tropical (CIAT), Cali, Colombia. www.ciat.cgiar.org|Centro Internacional de Agricultura Tropical (CIAT), Cali, Colombia. www.ciat.cgiar.org|Centro Agronomico Tropical de Investigacion y Ensenanza (CATIE), Turrialba, Cartago, Costa Rica. www.catie.ac.cr|Corporacion Colombiana de Investigacion Agropecuaria (Corpoica), Bogotá, Colombia. www.corpoica.org.co|Corporacion Colombiana de Investigacion Agropecuaria (Corpoica), Bogotá, Colombia. www.corpoica.org.co|Centro Internacional de Agricultura Tropical (CIAT), Cali, Colombia. www.ciat.cgiar.org|Centro Internacional de Agricultura Tropical (CIAT), Cali, Colombia. www.ciat.cgiar.org|Centro Internacional de Agricultura Tropical (CIAT), Cali, Colombia. www.ciat.cgiar.org|Centro Internacional de Agricultura Tropical (CIAT), Cali, Colombia. www.ciat.cgiar.org|Centro Internacional de Agricultura Tropical (CIAT), Cali, Colombia. www.ciat.cgiar.org|Centro Agronomico Tropical de Investigacion y Enseñanza (CATIE), Turrialba, Cartago, Costa Rica. www.catie.ac.cr|Catholic Relief Services (CRS), Lima, Peru. www.crs.org/countries/peru|Universidad del Cauca, Popayan, Colombia. www.unicauca.edu.co|Centro Internacional de Agricultura Tropical (CIAT), Cali, Colombia. www.ciat.cgiar.org|Centro Internacional de Agricultura Tropical (CIAT), Cali, Colombia. www.ciat.cgiar.org|Centro Internacional de Agricultura Tropical (CIAT), Cali, Colombia. www.ciat.cgiar.org|Centro Internacional de Agricultura Tropical (CIAT), Cali, Colombia. www.ciat.cgiar.org|Centro Internacional de Agricultura Tropical (CIAT), Cali, Colombia. www.ciat.cgiar.org|Centro Agronomico Tropical de Investigacion y Enseñanza (CATIE), Turrialba, Cartago, Costa Rica. www.catie.ac.cr, Conservation International, Arlington, VA, USA. www.conservation.org",https://orcid.org/0000-0002-8381-9358|https://orcid.org/0000-0003-4237-3916|https://orcid.org/0009-0003-5016-5081|https://orcid.org/0000-0002-4563-0044|https://orcid.org/0000-0001-5894-9559|||||https://orcid.org/0000-0002-5287-6149||https://orcid.org/0000-0002-0406-1201|https://orcid.org/0000-0002-0307-9346|https://orcid.org/0000-0002-5994-5354|https://orcid.org/0000-0003-4528-7669|https://orcid.org/0000-0002-6164-3515||https://orcid.org/0000-0001-6985-3763|https://orcid.org/0000-0002-5286-0753|https://orcid.org/0000-0003-4218-7945|https://orcid.org/0000-0003-2827-5367|||https://orcid.org/0000-0002-7243-6394|https://orcid.org/0000-0002-4828-9398|https://orcid.org/0009-0001-8761-0578|https://orcid.org/0000-0001-8019-165X|https://orcid.org/0000-0002-4213-6294|https://orcid.org/0000-0002-6266-2240|https://orcid.org/0000-0003-1242-5842|https://orcid.org/0000-0002-4318-0799|https://orcid.org/0000-0003-3060-1846|||https://orcid.org/0009-0003-0890-2834|https://orcid.org/0000-0003-2765-7101|https://orcid.org/0000-0003-0902-1476|https://orcid.org/0000-0002-7741-5090|https://orcid.org/0000-0002-8857-162X|https://orcid.org/0000-0002-2798-173X|https://orcid.org/0000-0001-8892-3106||||||||||||||||||||||||||||||||||,cc-by,LivestockPlus - The sustainable intensification of forage-based agricultural systems to improve livelihoods and ecosystem services in the tropics,https://doi.org/10.17138/tgft(3)59-82,FALSE,en,TRUE,01/01/2015,article
10.32942/x26d5h,10.32942/x26d5h,https://openalex.org/W7147550251,Anna Comacchio|Carolina Tovar|Sophie Jago|Sarah K. Jones|Natalia Estrada-Carmona|Elisabeth Huaytalla|Cristina Revenga Palacios|Dina Reynoso|Tulio Hinostroza|Michelle Cuba|Oscar Olazabal|Ronald Catpo|Diego A. Sotomayor|James S. Borrell,||https://orcid.org/0009-0007-7452-0163|https://orcid.org/0000-0002-9422-5563|https://orcid.org/0000-0003-4329-5470||||||||https://orcid.org/0000-0003-0534-5625|https://orcid.org/0000-0001-9902-7681,,Long-term community management of agrobiodiversity zones reduces agricultural expansion and natural cover loss.,https://doi.org/10.32942/x26d5h,FALSE,,TRUE,01/04/2026,article
10.1111/j.1461-0248.2008.01255.x,10.1111/j.1461-0248.2008.01255.x,https://openalex.org/W2124478410,Dan F. B. Flynn|Melanie Gogol‐Prokurat|Theresa M. Nogeire|Nicole A. Molinari|Bárbara Trautman Richers|Brenda B. Lin|Nicholas T. Simpson|Margaret M. Mayfield|Fabrice DeClerck,https://orcid.org/0000-0002-2978-5257|https://orcid.org/0000-0002-3661-937X||https://orcid.org/0000-0003-1963-8517||https://orcid.org/0000-0002-6011-9172|https://orcid.org/0000-0002-7307-1243|https://orcid.org/0000-0002-5101-6542|https://orcid.org/0000-0002-3631-8745,,Loss of functional diversity under land use intensification across multiple taxa,https://doi.org/10.1111/j.1461-0248.2008.01255.x,FALSE,en,TRUE,17/10/2008,review
10.1016/j.lanplh.2025.101374,10.1016/j.lanplh.2025.101374,https://openalex.org/W7116969029,Natalia Estrada-Carmona|Maaike MA van Houtert|Silvia Araujo de Lima|Paul Fauchon|Danny Hunter|Sarah K. Jones|Ian Ondo|Piedad Pareja Cabrejos|Silvia Pastorino|Samuel Pironon|Meghajit Shijagurumayum|Mulele Sibeso|Samrat Singh|Roseline Remans,||||https://orcid.org/0000-0002-4267-595X|https://orcid.org/0000-0002-9422-5563|||https://orcid.org/0000-0001-6679-4702|||||https://orcid.org/0000-0003-3659-8529,cc-by-nc,Mainstreaming agrobiodiversity in planet-friendly school meals for children: a scoping review,https://doi.org/10.1016/j.lanplh.2025.101374,FALSE,en,TRUE,01/11/2025,article
10.1016/j.jenvman.2016.09.076,10.1016/j.jenvman.2016.09.076,https://openalex.org/W2527657770,Andrew J. Dougill|Stephen Whitfield|Lindsay C. Stringer|Katharine Vincent|Benjamin T. Wood|Edna Chinseu|Peter Steward|David Mkwambisi,https://orcid.org/0000-0002-3422-8228|https://orcid.org/0000-0002-3040-778X|https://orcid.org/0000-0003-0017-1654|https://orcid.org/0000-0003-3152-1522||https://orcid.org/0000-0003-2617-2575|https://orcid.org/0000-0003-3985-4911|https://orcid.org/0000-0002-8010-5528,,Mainstreaming conservation agriculture in Malawi: Knowledge gaps and institutional barriers,https://doi.org/10.1016/j.jenvman.2016.09.076,FALSE,en,FALSE,01/10/2016,article
10.1016/j.jenvman.2019.109504,10.1016/j.jenvman.2019.109504,https://openalex.org/W2972559741,Natalia Estrada-Carmona|Alejandra Martínez‐Salinas|Fabrice DeClerck|Sergio Vilchez‐Mendoza|Kelly Garbach,https://orcid.org/0000-0003-4329-5470|https://orcid.org/0000-0003-2557-0635|https://orcid.org/0000-0002-3631-8745|https://orcid.org/0000-0002-0326-551X|https://orcid.org/0000-0002-7896-9773,,Managing the farmscape for connectivity increases conservation value for tropical bird species with different forest-dependencies,https://doi.org/10.1016/j.jenvman.2019.109504,FALSE,en,FALSE,11/09/2019,article
10.1002/eap.1985,10.1002/eap.1985,https://openalex.org/W2965952037,Justin A. Johnson|Sarah K. Jones|Sylvia Wood|Rebecca Chaplin‐Kramer|Peter Hawthorne|Mark Mulligan|Derric Pennington|Fabrice DeClerck,https://orcid.org/0000-0001-9903-1787|https://orcid.org/0000-0002-9422-5563|https://orcid.org/0000-0003-2224-3890|https://orcid.org/0000-0002-1539-5231|https://orcid.org/0000-0003-1125-5239|https://orcid.org/0000-0002-0132-0888||https://orcid.org/0000-0002-3631-8745,,Mapping Ecosystem Services to Human Well‐being: a toolkit to support integrated landscape management for the SDGs,https://doi.org/10.1002/eap.1985,FALSE,en,FALSE,26/07/2019,article
10.7910/dvn/z0hk7r,10.7910/dvn/z0hk7r,https://openalex.org/W7118883043,Ulrike Wood‐Sichra|Peter Steward|Todd S. Rosenstock|Brayden Youngberg|Zhe Guo|Shuang Zhou,https://orcid.org/0000-0002-0546-2074|https://orcid.org/0000-0003-3985-4911|https://orcid.org/0000-0002-1958-9500||https://orcid.org/0000-0002-5999-4009|,other-oa,MapSPAM2020 AdaptationAtlas SSA,https://doi.org/10.7910/dvn/z0hk7r,FALSE,,TRUE,19/12/2025,dataset
10.1016/j.envint.2025.109935,10.1016/j.envint.2025.109935,https://openalex.org/W4416817592,Kyle Morrison|Patrice Pottier|Pietro Pollo|Lorenzo Ricolfi|Coralie Williams|Yefeng Yang|Damien Beillouin|Simone Jaqueline Cardoso|Verónica Ferreira|Brian Gallagher|Jelaine L. Gan|Guang Hao|Mojtaba Keikha|Betina Kozlowsky-Suzuki|T M Kiran Kumara|Francesco Latterini|Alexandro B. Leverkus|Erin L. Macartney|Silvina Magdalena Manrique|April Robin Martinig|Ayumi Mizuno|Shanika Nanayakkara|Evangelia Ntzani|Dakis-Yaoba Ouédraogo|Edward Pursell|Zachary Simpson|Harriet Sleight|Kok Sin Woon|Ziqian Xia|Mona Ghannad|Eliza Grames|Emily A. Hennessy|Joanna IntHout|David Moher|Rose E. O’Dea|Matthew J. Page|Paul Whaley|Malgorzata Lagisz|Shinichi Nakagawa,https://orcid.org/0000-0002-3700-2398|https://orcid.org/0000-0003-2106-6597|https://orcid.org/0000-0001-6555-5400|https://orcid.org/0000-0001-7101-3309|https://orcid.org/0000-0003-1312-4953|https://orcid.org/0000-0002-8610-4016|https://orcid.org/0000-0003-2014-3482||https://orcid.org/0000-0001-7688-2626||https://orcid.org/0000-0002-2472-8990|https://orcid.org/0000-0003-3780-0223|https://orcid.org/0000-0003-1464-0810|||https://orcid.org/0000-0001-7401-8754|https://orcid.org/0000-0001-5452-3614|https://orcid.org/0000-0003-3866-143X|https://orcid.org/0000-0003-4590-8648|https://orcid.org/0000-0002-0972-6903|https://orcid.org/0000-0003-0822-5637|https://orcid.org/0000-0002-5479-9650|https://orcid.org/0000-0003-3712-4181|||||https://orcid.org/0000-0003-0149-6661|https://orcid.org/0000-0002-9551-0024|https://orcid.org/0000-0002-5848-3477||https://orcid.org/0000-0002-5146-5823|https://orcid.org/0000-0002-6127-0747|https://orcid.org/0000-0003-2434-4206|https://orcid.org/0000-0001-8177-5075|https://orcid.org/0000-0002-4242-7526|https://orcid.org/0000-0003-4021-0785|https://orcid.org/0000-0002-3993-6127|https://orcid.org/0000-0002-7765-5182,cc-by,MATES: A tool for appraising the completeness with which a meta-analysis has been reported,https://doi.org/10.1016/j.envint.2025.109935,FALSE,en,TRUE,29/11/2025,article
10.31222/osf.io/n3cta,10.31222/osf.io/n3cta,https://openalex.org/W4406309992,Kyle Morrison|Patrice Pottier|Pietro Pollo|Lorenzo Ricolfi|Coralie Williams|Yefeng Yang|Damien Beillouin|Simone Jaqueline Cardoso|Verónica Ferreira|Brian Gallagher|Jelaine L. Gan|Guang Hao|Mojtaba Keikha|Betina Kozlowsky-Suzuki|Kiran Kumara T M|Francesco Latterini|Alexandro B. Leverkus|Erin L. Macartney|Silvina Magdalena Manrique|April Robin Martinig|Ayumi Mizuno|Shanika Nanayakkara|Evangelia Ntzani|Dakis-Yaoba Ouédraogo|Edward Purssell|Zachary Simpson|Harriet Sleight|Kok Sin Woon|Ziqian Xia|Mona Ghannad|Eliza Grames|Emily A. Hennessy|Joanna IntHout|David Moher|Rose E. O’Dea|Matthew Page|Paul Whaley|Malgorzata Lagisz|Shinichi Nakagawa,https://orcid.org/0000-0002-3700-2398|https://orcid.org/0000-0003-2106-6597|https://orcid.org/0000-0001-6555-5400|https://orcid.org/0000-0001-7101-3309|https://orcid.org/0000-0003-1312-4953|https://orcid.org/0000-0002-8610-4016|https://orcid.org/0000-0003-2014-3482||https://orcid.org/0000-0001-7688-2626|||https://orcid.org/0000-0003-3780-0223|https://orcid.org/0000-0003-1464-0810|||https://orcid.org/0000-0001-7401-8754|https://orcid.org/0000-0001-5452-3614|https://orcid.org/0000-0003-3866-143X||https://orcid.org/0000-0002-0972-6903|https://orcid.org/0000-0003-0822-5637|https://orcid.org/0000-0002-5479-9650|https://orcid.org/0000-0003-3712-4181||https://orcid.org/0000-0003-3748-0864|||https://orcid.org/0000-0002-1169-5050|https://orcid.org/0000-0002-9551-0024|https://orcid.org/0000-0002-5848-3477||https://orcid.org/0000-0002-5146-5823|https://orcid.org/0000-0002-6127-0747|https://orcid.org/0000-0003-2434-4206|https://orcid.org/0000-0001-8177-5075|https://orcid.org/0000-0002-3571-0374|https://orcid.org/0000-0003-4021-0785|https://orcid.org/0000-0002-3993-6127|https://orcid.org/0000-0002-7765-5182,,MATES: A tool for evaluating the quality of reporting of meta-analyses,https://doi.org/10.31222/osf.io/n3cta,FALSE,en,FALSE,13/01/2025,preprint
